"iso3c","year","lo","bq","cr"
"SOM",2011,0.5,0,1
"SRB",2011,3.5,2,2
"SSD",2011,NA,NA,NA
"STP",2011,NA,NA,NA
"SUR",2011,3,2,2
"SVK",2011,4,3,2.5
"SVN",2011,4.5,3,3
"SWE",2011,6,4,5
"SWZ",2011,NA,NA,NA
"SYC",2011,NA,NA,NA
"SYR",2011,4.66666666666667,1.5,2
"TCD",2011,NA,NA,NA
"TGO",2011,3,0,2
"THA",2011,2.5,2,2
"TJK",2011,NA,NA,NA
"TKM",2011,NA,NA,NA
"TLS",2011,NA,NA,NA
"TON",2011,NA,NA,NA
"TTO",2011,2.5,3,2
"TUN",2011,4.58333333333333,2,2.58333333333333
"TUR",2011,3.5,2,2.5
"TUV",2011,NA,NA,NA
"TWN",2011,5,3,3
"TZA",2011,5,1,2.5
"UGA",2011,3.5,2,2
"UKR",2011,4,1,2
"URY",2011,2.5,2,3.5
"USA",2011,5,4,4
"UZB",2011,NA,NA,NA
"VCT",2011,NA,NA,NA
"VEN",2011,1,1,1
"VNM",2011,4,2,2.5
"VUT",2011,NA,NA,NA
"WSM",2011,NA,NA,NA
"YEM",2011,2,1,2
"ZAF",2011,2.5,2,2.95833333333333
"ZMB",2011,4,1,3
"ZWE",2011,3,1.5,0.5
"AFG",2012,NA,NA,NA
"AGO",2012,2.5,1.5,1.66666666666667
"ALB",2012,2.5,2,2
"AND",2012,NA,NA,NA
"ARE",2012,4,3,3.5
"ARG",2012,2.41666666666667,3,2.16666666666667
"ARM",2012,3,1,1.5
"ATG",2012,NA,NA,NA
"AUS",2012,5.5,4,4.66666666666667
"AUT",2012,6,4,4.5
"AZE",2012,3.5,1,1.5
"BDI",2012,NA,NA,NA
"BEL",2012,5,4,5
"BEN",2012,NA,NA,NA
"BFA",2012,3,1,2
"BGD",2012,2,2,3
"BGR",2012,2.5,2,2
"BHR",2012,4.70833333333333,2,2.83333333333333
"BHS",2012,4.5,3,4
"BIH",2012,NA,NA,NA
"BLR",2012,3.58333333333333,1,1.66666666666667
"BLZ",2012,NA,NA,NA
"BOL",2012,2.5,2,1.66666666666667
"BRA",2012,2,2,2.66666666666667
"BRB",2012,NA,NA,NA
"BRN",2012,5,3.5,2.5
"BTN",2012,NA,NA,NA
"BWA",2012,3.5,2,3.5
"CAF",2012,NA,NA,NA
"CAN",2012,5.5,4,5
"CHE",2012,5,4,4.83333333333333
"CHL",2012,4.5,3,4.5
"CHN",2012,3.5,2,2
"CIV",2012,2.5,0,1.66666666666667
"CMR",2012,2,1.5,2.16666666666667
"COD",2012,1,0,1.5
"COG",2012,2,1,1.66666666666667
"COL",2012,2,2,2.66666666666667
"COM",2012,NA,NA,NA
"CPV",2012,NA,NA,NA
"CRI",2012,3,2,2.33333333333333
"CUB",2012,3,2,2.66666666666667
"CYP",2012,5,4,4
"CZE",2012,5,3,2.5
"DEU",2012,5,4,5
"DJI",2012,NA,NA,NA
"DMA",2012,NA,NA,NA
"DNK",2012,6,4,5.5
"DOM",2012,2.5,1,1.66666666666667
"DZA",2012,3,2,2
"ECU",2012,2.5,2,2.5
"EGY",2012,2.875,2,2
"ERI",2012,NA,NA,NA
"ESP",2012,5,3,4
"EST",2012,4,2.5,3.33333333333333
"ETH",2012,4.5,1.5,1.66666666666667
"FIN",2012,6,4,5.66666666666667
"FJI",2012,NA,NA,NA
"FRA",2012,5,3,4.5
"FSM",2012,NA,NA,NA
"GAB",2012,3,1.5,2
"GBR",2012,5,4,4.33333333333333
"GEO",2012,NA,NA,NA
"GHA",2012,2.5,2.5,2.5
"GIN",2012,2.5,2,1.5
"GMB",2012,3.5,2,2.16666666666667
"GNB",2012,2.5,1.5,1.66666666666667
"GNQ",2012,NA,NA,NA
"GRC",2012,4.5,3,2
"GRD",2012,NA,NA,NA
"GTM",2012,1.75,2,1.75
"GUY",2012,1.5,3,1.66666666666667
"HND",2012,1.5,2,1.66666666666667
"HRV",2012,4.5,3,2.33333333333333
"HTI",2012,1.5,0,1
"HUN",2012,4,3,3
"IDN",2012,3,2,3
"IND",2012,4,3,2.5
"IRL",2012,6,4,3.83333333333333
"IRN",2012,4,2,1.5
"IRQ",2012,1.5,1.5,1.16666666666667
"ISL",2012,6,4,5.16666666666667
"ISR",2012,5,4,3.5
"ITA",2012,4,2.5,2.5
"JAM",2012,2,3,2
"JOR",2012,4,2,2.66666666666667
"JPN",2012,5,4,4.5
"KAZ",2012,3.5,2,1.5
"KEN",2012,2,2,1.66666666666667
"KGZ",2012,NA,NA,NA
"KHM",2012,NA,NA,NA
"KIR",2012,NA,NA,NA
"KNA",2012,NA,NA,NA
"KOR",2012,5,3,3
"KSV",2012,NA,NA,NA
"KWT",2012,5,2,2.66666666666667
"LAO",2012,NA,NA,NA
"LBN",2012,4,2,1.66666666666667
"LBR",2012,2.5,0,2.5
"LBY",2012,4,1,1.33333333333333
"LCA",2012,NA,NA,NA
"LIE",2012,NA,NA,NA
"LKA",2012,2.5,2,2.5
"LSO",2012,NA,NA,NA
"LTU",2012,4,2.5,2.33333333333333
"LUX",2012,6,4,5
"LVA",2012,5,2.5,2.33333333333333
"MAR",2012,4.58333333333333,2,2.33333333333333
"MCO",2012,NA,NA,NA
"MDA",2012,4.5,1,2
"MDG",2012,2.5,1,2.33333333333333
"MDV",2012,NA,NA,NA
"MEX",2012,1.58333333333333,3,2
"MHL",2012,NA,NA,NA
"MKD",2012,NA,NA,NA
"MLI",2012,3,0,1.66666666666667
"MLT",2012,5,3,3.5
"MMR",2012,3,1,1.5
"MNE",2012,NA,NA,NA
"MNG",2012,4,2,2
"MOZ",2012,3,1,2
"MRT",2012,NA,NA,NA
"MUS",2012,NA,NA,NA
"MWI",2012,2.58333333333333,2.5,2
"MYS",2012,4,3,2.5
"NAM",2012,5,2,3
"NER",2012,2,1.5,1.5
"NGA",2012,2,1,1.5
"NIC",2012,3.5,1,1.83333333333333
"NLD",2012,6,4,5
"NOR",2012,6,4,5.33333333333333
"NPL",2012,NA,NA,NA
"NRU",2012,NA,NA,NA
"NZL",2012,5.5,4,5.5
"OMN",2012,5,2,2.5
"PAK",2012,3.5,2,2
"PAN",2012,3,2,2
"PER",2012,3,2,2.16666666666667
"PHL",2012,2.5,3,2
"PLW",2012,NA,NA,NA
"PNG",2012,2.5,2,2
"POL",2012,4.5,3,2.83333333333333
"PRK",2012,5,0,1
"PRT",2012,5,3,3.66666666666667
"PRY",2012,2,1,1.5
"QAT",2012,5,2,2.83333333333333
"ROU",2012,3.75,1,2.16666666666667
"RUS",2012,3.5,1,1.66666666666667
"RWA",2012,NA,NA,NA
"SAU",2012,5,2,2.5
"SDN",2012,2.5,1,0.666666666666667
"SEN",2012,3,1,2.25
"SGP",2012,5,4,4.5
"SLB",2012,NA,NA,NA
"SLE",2012,3.5,0,1.66666666666667
"SLV",2012,2,2,2.16666666666667
"SMR",2012,NA,NA,NA
"SOM",2012,0.5,0,1
"SRB",2012,3.5,2,2
"SSD",2012,NA,NA,NA
"STP",2012,NA,NA,NA
"SUR",2012,3,2,2
"SVK",2012,4,3,2.5
"SVN",2012,4.5,3,3.33333333333333
"SWE",2012,6,4,5.33333333333333
"SWZ",2012,NA,NA,NA
"SYC",2012,NA,NA,NA
"SYR",2012,4.5,1.5,1.66666666666667
"TCD",2012,NA,NA,NA
"TGO",2012,3,0,1.66666666666667
"THA",2012,2.5,2,2
"TJK",2012,NA,NA,NA
"TKM",2012,NA,NA,NA
"TLS",2012,NA,NA,NA
"TON",2012,NA,NA,NA
"TTO",2012,2.5,3,2
"TUN",2012,5,2,2.66666666666667
"TUR",2012,3.5,2,2.5
"TUV",2012,NA,NA,NA
"TWN",2012,5,3,3
"TZA",2012,5,1,2.16666666666667
"UGA",2012,3.5,2,1.66666666666667
"UKR",2012,4,1,1.66666666666667
"URY",2012,2.5,2,3.83333333333333
"USA",2012,5,4,4
"UZB",2012,NA,NA,NA
"VCT",2012,NA,NA,NA
"VEN",2012,1,1,1
"VNM",2012,4,2,2.5
"VUT",2012,NA,NA,NA
"WSM",2012,NA,NA,NA
"YEM",2012,2,1,1.66666666666667
"ZAF",2012,2.5,2,2.5
"ZMB",2012,4,1,2.66666666666667
"ZWE",2012,3,1.5,0.833333333333333
"AFG",2013,NA,NA,NA
"AGO",2013,2.5,1.5,1.5
"ALB",2013,2.5,2,2
"AND",2013,NA,NA,NA
"ARE",2013,4,3,3.5
"ARG",2013,2,3,2
"ARM",2013,3,1,1.5
"ATG",2013,NA,NA,NA
"AUS",2013,5.5,4,4.5
"AUT",2013,6,4,4.5
"AZE",2013,3.5,1,1.5
"BDI",2013,NA,NA,NA
"BEL",2013,5,4,5
"BEN",2013,NA,NA,NA
"BFA",2013,3,1,2
"BGD",2013,2,2,3
"BGR",2013,2.5,2,2
"BHR",2013,4.5,2,3
"BHS",2013,4.5,3,4
"BIH",2013,NA,NA,NA
"BLR",2013,3.5,1,1.5
"BLZ",2013,NA,NA,NA
"BOL",2013,2.5,2.375,1.95833333333333
"BRA",2013,2,2,2.5
"BRB",2013,NA,NA,NA
"BRN",2013,5,3.5,2.5
"BTN",2013,NA,NA,NA
"BWA",2013,3.5,2,3.5
"CAF",2013,NA,NA,NA
"CAN",2013,5.5,4,5
"CHE",2013,5,4,5
"CHL",2013,4.5,3,4.5
"CHN",2013,3.5,2,2
"CIV",2013,2.5,0,1.5
"CMR",2013,2,1.5,2
"COD",2013,1,0,1.5
"COG",2013,2,1,1.5
"COL",2013,2,2,2.5
"COM",2013,NA,NA,NA
"CPV",2013,NA,NA,NA
"CRI",2013,3,2,2.5
"CUB",2013,3,2,2.5
"CYP",2013,5,4,4
"CZE",2013,5,3,2.5
"DEU",2013,5,4,5
"DJI",2013,NA,NA,NA
"DMA",2013,NA,NA,NA
"DNK",2013,6,4,5.5
"DOM",2013,2.5,1,1.5
"DZA",2013,3,2,2
"ECU",2013,2.5,2,2.5
"EGY",2013,3,2,2
"ERI",2013,NA,NA,NA
"ESP",2013,5,3,4
"EST",2013,4,2.5,3.5
"ETH",2013,4.5,1.5,1.83333333333333
"FIN",2013,6,4,5.5
"FJI",2013,NA,NA,NA
"FRA",2013,5,3,4.125
"FSM",2013,NA,NA,NA
"GAB",2013,3,1.5,2
"GBR",2013,5,4,4.5
"GEO",2013,NA,NA,NA
"GHA",2013,2.5,2.5,2.5
"GIN",2013,2.5,2,1.5
"GMB",2013,3.5,2,2
"GNB",2013,2.5,1.5,1.5
"GNQ",2013,NA,NA,NA
"GRC",2013,4.5,3,2
"GRD",2013,NA,NA,NA
"GTM",2013,2.41666666666667,2,2
"GUY",2013,1.5,3,1.5
"HND",2013,1.5,2,1.5
"HRV",2013,4.5,3,2
"HTI",2013,1.5,0,1
"HUN",2013,4,3,3
"IDN",2013,3,2,3
"IND",2013,4,3,2.5
"IRL",2013,6,4,4
"IRN",2013,4,2,1.5
"IRQ",2013,1.5,1.5,1
"ISL",2013,6,4,5
"ISR",2013,5,4,3.5
"ITA",2013,4,2.5,2.5
"JAM",2013,2.5,3,2
"JOR",2013,4,2,2.5
"JPN",2013,5,4,4.5
"KAZ",2013,3.5,2,1.5
"KEN",2013,2,2,1.5
"KGZ",2013,NA,NA,NA
"KHM",2013,NA,NA,NA
"KIR",2013,NA,NA,NA
"KNA",2013,NA,NA,NA
"KOR",2013,5,3,3
"KSV",2013,NA,NA,NA
"KWT",2013,5,2,2.5
"LAO",2013,NA,NA,NA
"LBN",2013,4,2,1.5
"LBR",2013,2.33333333333333,0,2.5
"LBY",2013,4,1.125,1
"LCA",2013,NA,NA,NA
"LIE",2013,NA,NA,NA
"LKA",2013,2.5,2,2.5
"LSO",2013,NA,NA,NA
"LTU",2013,4,2.5,2.5
"LUX",2013,6,4,5
"LVA",2013,5,2.5,2.5
"MAR",2013,4.5,2,2
"MCO",2013,NA,NA,NA
"MDA",2013,4.16666666666667,1,2
"MDG",2013,2.5,1,2
"MDV",2013,NA,NA,NA
"MEX",2013,1.875,3,2
"MHL",2013,NA,NA,NA
"MKD",2013,NA,NA,NA
"MLI",2013,3,0,1.5
"MLT",2013,5,3,3.5
"MMR",2013,3,1,1.5
"MNE",2013,NA,NA,NA
"MNG",2013,4,2,2
"MOZ",2013,3,1,2
"MRT",2013,NA,NA,NA
"MUS",2013,NA,NA,NA
"MWI",2013,2.5,2.5,2
"MYS",2013,4,3,2.5
"NAM",2013,5,2,3
"NER",2013,2,1.5,1.5
"NGA",2013,2,1,1.5
"NIC",2013,3.5,1,1.5
"NLD",2013,6,4,5
"NOR",2013,6,4,5.5
"NPL",2013,NA,NA,NA
"NRU",2013,NA,NA,NA
"NZL",2013,5.5,4,5.5
"OMN",2013,5,2,2.5
"PAK",2013,3.5,2,2
"PAN",2013,3,2,2
"PER",2013,3,2,2
"PHL",2013,2.5,3,2.25
"PLW",2013,NA,NA,NA
"PNG",2013,2.5,2,2
"POL",2013,4.5,3,3
"PRK",2013,5,0,1
"PRT",2013,5,3,3.5
"PRY",2013,2,1,1.5
"QAT",2013,5,2,3
"ROU",2013,3.5,1,2
"RUS",2013,3,1,1.5
"RWA",2013,NA,NA,NA
"SAU",2013,5,2,2.5
"SDN",2013,2.5,1,0.5
"SEN",2013,3,1,2.5
"SGP",2013,5,4,4.5
"SLB",2013,NA,NA,NA
"SLE",2013,3.5,0,1.66666666666667
"SLV",2013,2,2,2
"SMR",2013,NA,NA,NA
"SOM",2013,0.5,0,1
"SRB",2013,3.5,2,2
"SSD",2013,NA,NA,NA
"STP",2013,NA,NA,NA
"SUR",2013,3,2,2
"SVK",2013,4,3,2.5
"SVN",2013,4.5,3,3.5
"SWE",2013,6,4,5.5
"SWZ",2013,NA,NA,NA
"SYC",2013,NA,NA,NA
"SYR",2013,4.5,1.5,1.5
"TCD",2013,NA,NA,NA
"TGO",2013,3,0,1.5
"THA",2013,2.5,2,2
"TJK",2013,NA,NA,NA
"TKM",2013,NA,NA,NA
"TLS",2013,NA,NA,NA
"TON",2013,NA,NA,NA
"TTO",2013,2.08333333333333,3,2
"TUN",2013,5,2,2.5
"TUR",2013,3.5,2,2.5
"TUV",2013,NA,NA,NA
"TWN",2013,5,3,3
"TZA",2013,5,1,2
"UGA",2013,3.5,2,1.5
"UKR",2013,4,1,1.5
"URY",2013,2.5,2,4
"USA",2013,5,4,3.70833333333333
"UZB",2013,NA,NA,NA
"VCT",2013,NA,NA,NA
"VEN",2013,1,1,1
"VNM",2013,4,2,2.5
"VUT",2013,NA,NA,NA
"WSM",2013,NA,NA,NA
"YEM",2013,2,1,1.5
"ZAF",2013,2.375,2,2.5
"ZMB",2013,4,1,2.5
"ZWE",2013,3,1.5,1
"AFG",2014,NA,NA,NA
"AGO",2014,2.5,1.5,1.45833333333333
"ALB",2014,2.5,2,2.16666666666667
"AND",2014,NA,NA,NA
"ARE",2014,4,3,3.54166666666667
"ARG",2014,2,3,2
"ARM",2014,3,1,1.54166666666667
"ATG",2014,NA,NA,NA
"AUS",2014,5.5,4,4.5
"AUT",2014,6,4,4.5
"AZE",2014,3.5,1,1.5
"BDI",2014,NA,NA,NA
"BEL",2014,5,4,4.95833333333333
"BEN",2014,NA,NA,NA
"BFA",2014,3,1,2.04166666666667
"BGD",2014,2,2,3
"BGR",2014,2.5,2,2.04166666666667
"BHR",2014,4.5,2,3
"BHS",2014,4.5,3,4.04166666666667
"BIH",2014,NA,NA,NA
"BLR",2014,3.5,1,1.54166666666667
"BLZ",2014,NA,NA,NA
"BOL",2014,2.5,2.5,2
"BRA",2014,2,2,2.45833333333333
"BRB",2014,NA,NA,NA
"BRN",2014,5,3.5,2.5
"BTN",2014,NA,NA,NA
"BWA",2014,3.5,2,3.54166666666667
"CAF",2014,NA,NA,NA
"CAN",2014,5.5,4,5
"CHE",2014,5,4,5
"CHL",2014,4.5,3,4.5
"CHN",2014,3.5,2,2
"CIV",2014,2.5,0,1.58333333333333
"CMR",2014,2,1.5,2
"COD",2014,1,0,1.5
"COG",2014,2,1,1.5
"COL",2014,2,2,2.5
"COM",2014,NA,NA,NA
"CPV",2014,NA,NA,NA
"CRI",2014,3,2,2.54166666666667
"CUB",2014,3,2,2.5
"CYP",2014,5,4,4
"CZE",2014,5,3,2.54166666666667
"DEU",2014,5,4,5
"DJI",2014,NA,NA,NA
"DMA",2014,NA,NA,NA
"DNK",2014,6,4,5.5
"DOM",2014,2.5,1,1.70833333333333
"DZA",2014,3,2,2
"ECU",2014,2.5,2,2.45833333333333
"EGY",2014,3,2,2
"ERI",2014,NA,NA,NA
"ESP",2014,5,3,3.95833333333333
"EST",2014,4,2.5,3.54166666666667
"ETH",2014,4.5,1.5,2
"FIN",2014,6,4,5.5
"FJI",2014,NA,NA,NA
"FRA",2014,5,3,4.04166666666667
"FSM",2014,NA,NA,NA
"GAB",2014,3,1.5,2
"GBR",2014,5,4,4.54166666666667
"GEO",2014,NA,NA,NA
"GHA",2014,2.5,2.5,2.54166666666667
"GIN",2014,2.5,2,1.5
"GMB",2014,3.5,2,2
"GNB",2014,2.5,1.5,1.45833333333333
"GNQ",2014,NA,NA,NA
"GRC",2014,4.5,3,2.04166666666667
"GRD",2014,NA,NA,NA
"GTM",2014,2.5,2,2
"GUY",2014,1.5,3,1.5
"HND",2014,1.5,2,1.625
"HRV",2014,4.5,3,2.08333333333333
"HTI",2014,1.5,0,1
"HUN",2014,4,3,3
"IDN",2014,3,2,3
"IND",2014,4,3,2.5
"IRL",2014,6,4,4.04166666666667
"IRN",2014,4,2,1.5
"IRQ",2014,1.5,1.5,1
"ISL",2014,6,4,4.83333333333333
"ISR",2014,5,4,3.5
"ITA",2014,4,2.5,2.5
"JAM",2014,2.5,3,2
"JOR",2014,4,2,2.54166666666667
"JPN",2014,5,4,4.5
"KAZ",2014,3.5,2,1.5
"KEN",2014,2,2,1.5
"KGZ",2014,NA,NA,NA
"KHM",2014,NA,NA,NA
"KIR",2014,NA,NA,NA
"KNA",2014,NA,NA,NA
"KOR",2014,5,3,3
"KSV",2014,NA,NA,NA
"KWT",2014,4.66666666666667,2,2.54166666666667
"LAO",2014,NA,NA,NA
"LBN",2014,4,2,1.5
"LBR",2014,2,0,2.5
"LBY",2014,4,1.5,1
"LCA",2014,NA,NA,NA
"LIE",2014,NA,NA,NA
"LKA",2014,2.5,2,2.5
"LSO",2014,NA,NA,NA
"LTU",2014,4,2.5,2.58333333333333
"LUX",2014,6,4,5
"LVA",2014,5,2.5,2.54166666666667
"MAR",2014,4.5,2,2.04166666666667
"MCO",2014,NA,NA,NA
"MDA",2014,4,1,2
"MDG",2014,2.5,1,2
"MDV",2014,NA,NA,NA
"MEX",2014,1.83333333333333,2.83333333333333,1.91666666666667
"MHL",2014,NA,NA,NA
"MKD",2014,NA,NA,NA
"MLI",2014,3,0,1.54166666666667
"MLT",2014,5,3,3.5
"MMR",2014,3,1,1.5
"MNE",2014,NA,NA,NA
"MNG",2014,4,2,2
"MOZ",2014,3,1,2
"MRT",2014,NA,NA,NA
"MUS",2014,NA,NA,NA
"MWI",2014,2.5,2.5,2
"MYS",2014,4,3,2.5
"NAM",2014,5,2,3
"NER",2014,2,1.5,1.5
"NGA",2014,2,1,1.5
"NIC",2014,3.5,1,1.5
"NLD",2014,6,4,5
"NOR",2014,6,4,5.5
"NPL",2014,NA,NA,NA
"NRU",2014,NA,NA,NA
"NZL",2014,5.5,4,5.5
"OMN",2014,5,2,2.54166666666667
"PAK",2014,3.20833333333333,2,2
"PAN",2014,3,2,2
"PER",2014,3,2,2
"PHL",2014,2.5,3,2.5
"PLW",2014,NA,NA,NA
"PNG",2014,2.75,2,2
"POL",2014,4.5,3,3.04166666666667
"PRK",2014,4.91666666666667,0,1
"PRT",2014,5,3,3.54166666666667
"PRY",2014,2,1,1.625
"QAT",2014,5,2,3.08333333333333
"ROU",2014,3.5,1,2.04166666666667
"RUS",2014,3,1,1.5
"RWA",2014,NA,NA,NA
"SAU",2014,5,2,2.54166666666667
"SDN",2014,2.5,1,0.5
"SEN",2014,3,1,2.5
"SGP",2014,5,4,4.5
"SLB",2014,NA,NA,NA
"SLE",2014,3.5,0,2
"SLV",2014,1.625,2,2.04166666666667
"SMR",2014,NA,NA,NA
"SOM",2014,0.5,0,1
"SRB",2014,3.5,2,2
"SSD",2014,NA,NA,NA
"STP",2014,NA,NA,NA
"SUR",2014,3,2,2
"SVK",2014,4,3,2.54166666666667
"SVN",2014,4.5,3,3.5
"SWE",2014,6,4,5.5
"SWZ",2014,NA,NA,NA
"SYC",2014,NA,NA,NA
"SYR",2014,4.5,1.5,1.45833333333333
"TCD",2014,NA,NA,NA
"TGO",2014,3,0,1.54166666666667
"THA",2014,2.5,2,2
"TJK",2014,NA,NA,NA
"TKM",2014,NA,NA,NA
"TLS",2014,NA,NA,NA
"TON",2014,NA,NA,NA
"TTO",2014,2,3,2
"TUN",2014,5,2,2.5
"TUR",2014,3.375,2,2.04166666666667
"TUV",2014,NA,NA,NA
"TWN",2014,5,3,3
"TZA",2014,5,1,2
"UGA",2014,3.5,2,1.5
"UKR",2014,4,1,1.5
"URY",2014,2.5,2,4.04166666666667
"USA",2014,5,4,3.58333333333333
"UZB",2014,NA,NA,NA
"VCT",2014,NA,NA,NA
"VEN",2014,1,1,1
"VNM",2014,4,2,2.5
"VUT",2014,NA,NA,NA
"WSM",2014,NA,NA,NA
"YEM",2014,2,1,1.45833333333333
"ZAF",2014,2,2,2.5
"ZMB",2014,4,1,2.5
"ZWE",2014,3,1.5,1
"AFG",2015,NA,NA,NA
"AGO",2015,2.5,1.5,1
"ALB",2015,2.5,2,2.5
"AND",2015,NA,NA,NA
"ARE",2015,4,3,4
"ARG",2015,2,3,2
"ARM",2015,3,1,2
"ATG",2015,NA,NA,NA
"AUS",2015,5.5,4,4.5
"AUT",2015,6,4,4.5
"AZE",2015,3.5,1,1.5
"BDI",2015,NA,NA,NA
"BEL",2015,5,4,4.5
"BEN",2015,NA,NA,NA
"BFA",2015,3,1,2.5
"BGD",2015,2,2,3
"BGR",2015,2.66666666666667,2,2.5
"BHR",2015,4.5,2,2.58333333333333
"BHS",2015,4.5,3,4.5
"BIH",2015,NA,NA,NA
"BLR",2015,3.5,1.125,2
"BLZ",2015,NA,NA,NA
"BOL",2015,2.5,2.5,2
"BRA",2015,2,2,2
"BRB",2015,NA,NA,NA
"BRN",2015,5,3.5,2.5
"BTN",2015,NA,NA,NA
"BWA",2015,3.5,2,4
"CAF",2015,NA,NA,NA
"CAN",2015,5.5,4,5
"CHE",2015,5,4,5
"CHL",2015,4.5,3,4.5
"CHN",2015,3.5,2,2
"CIV",2015,2.5,0,2
"CMR",2015,2,1.5,2
"COD",2015,1,0,1.5
"COG",2015,2,1,1.5
"COL",2015,2,2,2.5
"COM",2015,NA,NA,NA
"CPV",2015,NA,NA,NA
"CRI",2015,3,2,3
"CUB",2015,3,2,2.5
"CYP",2015,5,4,4
"CZE",2015,5,3,3
"DEU",2015,5,4,5
"DJI",2015,NA,NA,NA
"DMA",2015,NA,NA,NA
"DNK",2015,6,4,5.5
"DOM",2015,2.33333333333333,1,2
"DZA",2015,3,2,2
"ECU",2015,2.5,2,2
"EGY",2015,3,2,2
"ERI",2015,NA,NA,NA
"ESP",2015,5,3,3.5
"EST",2015,4,2.5,4
"ETH",2015,4.5,1.5,2
"FIN",2015,6,4,5.5
"FJI",2015,NA,NA,NA
"FRA",2015,5,3,4.5
"FSM",2015,NA,NA,NA
"GAB",2015,3,1.5,2
"GBR",2015,5,4,5
"GEO",2015,NA,NA,NA
"GHA",2015,2.5,2.5,3
"GIN",2015,2.5,2,1.5
"GMB",2015,3.5,2,2
"GNB",2015,2.5,1.5,1
"GNQ",2015,NA,NA,NA
"GRC",2015,4.5,3,2.5
"GRD",2015,NA,NA,NA
"GTM",2015,2.54166666666667,2,2
"GUY",2015,1.5,3,1.5
"HND",2015,1.5,2,2.5
"HRV",2015,4.5,3,3
"HTI",2015,1.5,0,1
"HUN",2015,4,3,3
"IDN",2015,2.54166666666667,2,3
"IND",2015,4.375,3,2.5
"IRL",2015,6,4,4.5
"IRN",2015,4,2,1.5
"IRQ",2015,1.5,1.5,1
"ISL",2015,6,4,5
"ISR",2015,5,4,3.5
"ITA",2015,4,2.5,2.5
"JAM",2015,2.79166666666667,3,2.45833333333333
"JOR",2015,4,2,3
"JPN",2015,5,4,4.5
"KAZ",2015,3.5,2,1.5
"KEN",2015,2,2,1.5
"KGZ",2015,NA,NA,NA
"KHM",2015,NA,NA,NA
"KIR",2015,NA,NA,NA
"KNA",2015,NA,NA,NA
"KOR",2015,5,3,3
"KSV",2015,NA,NA,NA
"KWT",2015,4,2,3
"LAO",2015,NA,NA,NA
"LBN",2015,4,2,1.875
"LBR",2015,2,0,2.5
"LBY",2015,4,1.5,1
"LCA",2015,NA,NA,NA
"LIE",2015,NA,NA,NA
"LKA",2015,3.41666666666667,2,2.5
"LSO",2015,NA,NA,NA
"LTU",2015,4,2.5,3.5
"LUX",2015,6,4,5
"LVA",2015,5,2.5,3
"MAR",2015,4.5,2,2.5
"MCO",2015,NA,NA,NA
"MDA",2015,4,1,2
"MDG",2015,2.5,1,2
"MDV",2015,NA,NA,NA
"MEX",2015,1.5,2.5,1.5
"MHL",2015,NA,NA,NA
"MKD",2015,NA,NA,NA
"MLI",2015,3,0,2
"MLT",2015,5,3,3.5
"MMR",2015,3,1,1.5
"MNE",2015,NA,NA,NA
"MNG",2015,4,2,2
"MOZ",2015,3,1,2
"MRT",2015,NA,NA,NA
"MUS",2015,NA,NA,NA
"MWI",2015,2.5,2.5,2
"MYS",2015,4,3,2.5
"NAM",2015,5,2,3
"NER",2015,2,1.5,1.5
"NGA",2015,2,1,1.5
"NIC",2015,3.5,1,1.5
"NLD",2015,6,4,5
"NOR",2015,6,4,5.5
"NPL",2015,NA,NA,NA
"NRU",2015,NA,NA,NA
"NZL",2015,5.5,4,5.5
"OMN",2015,5,2,3
"PAK",2015,3,2,2
"PAN",2015,3,2,2
"PER",2015,3,2,2
"PHL",2015,2.5,3,2.5
"PLW",2015,NA,NA,NA
"PNG",2015,3,2,2
"POL",2015,4.5,3,3.5
"PRK",2015,4.5,0,1
"PRT",2015,5,3,4
"PRY",2015,2,1,2
"QAT",2015,5,2,4
"ROU",2015,3.5,1,2.5
"RUS",2015,3,1,1.5
"RWA",2015,NA,NA,NA
"SAU",2015,5,2,3
"SDN",2015,2.5,1,0.5
"SEN",2015,3,1,2.08333333333333
"SGP",2015,5,4,4.5
"SLB",2015,NA,NA,NA
"SLE",2015,3.5,0,2
"SLV",2015,1.5,2,2.5
"SMR",2015,NA,NA,NA
"SOM",2015,0.5,0,1
"SRB",2015,3.5,2,2
"SSD",2015,NA,NA,NA
"STP",2015,NA,NA,NA
"SUR",2015,3,2,2
"SVK",2015,4,3,3
"SVN",2015,4.5,3,3.5
"SWE",2015,6,4,5.5
"SWZ",2015,NA,NA,NA
"SYC",2015,NA,NA,NA
"SYR",2015,4.5,1.5,1
"TCD",2015,NA,NA,NA
"TGO",2015,3,0,2
"THA",2015,2.5,2,2
"TJK",2015,NA,NA,NA
"TKM",2015,NA,NA,NA
"TLS",2015,NA,NA,NA
"TON",2015,NA,NA,NA
"TTO",2015,2,3,2
"TUN",2015,5,2,2.5
"TUR",2015,3,2,2.5
"TUV",2015,NA,NA,NA
"TWN",2015,5,3,3
"TZA",2015,5,1,2
"UGA",2015,3.5,2,1.5
"UKR",2015,4,1,1.5
"URY",2015,2.5,2,4.5
"USA",2015,5,4,4.5
"UZB",2015,NA,NA,NA
"VCT",2015,NA,NA,NA
"VEN",2015,1,1,1
"VNM",2015,4,2,2.5
"VUT",2015,NA,NA,NA
"WSM",2015,NA,NA,NA
"YEM",2015,2,1,1
"ZAF",2015,2,2,2.5
"ZMB",2015,4,1,2.5
