"iso3c","year","lo","bq","cr"
"CHL",1994,4.75,2,3
"CHN",1994,5,2,4
"CIV",1994,3,3,4
"CMR",1994,2.5,3,3
"COD",1994,1,1,0
"COG",1994,2.41666666666667,1,3
"COL",1994,1.83333333333333,3,3
"COM",1994,NA,NA,NA
"CPV",1994,NA,NA,NA
"CRI",1994,4,2,5
"CUB",1994,5,2,3
"CYP",1994,5,3.5,5
"CZE",1994,5.75,3,4
"DEU",1994,5.75,4,6
"DJI",1994,NA,NA,NA
"DMA",1994,NA,NA,NA
"DNK",1994,6,4,6
"DOM",1994,4,2,3
"DZA",1994,3,1,3
"ECU",1994,4,2,3
"EGY",1994,3.91666666666667,2,4
"ERI",1994,NA,NA,NA
"ESP",1994,6,3,4.41666666666667
"EST",1994,NA,NA,NA
"ETH",1994,3.75,0,2
"FIN",1994,6,4,6
"FJI",1994,NA,NA,NA
"FRA",1994,6,4,5.66666666666667
"FSM",1994,NA,NA,NA
"GAB",1994,3,3,1
"GBR",1994,6,4,5
"GEO",1994,NA,NA,NA
"GHA",1994,3,3,3
"GIN",1994,3,1,4
"GMB",1994,4,2,3
"GNB",1994,1,1,2
"GNQ",1994,NA,NA,NA
"GRC",1994,5.66666666666667,3,5
"GRD",1994,NA,NA,NA
"GTM",1994,3,0.5,2
"GUY",1994,3.33333333333333,1.08333333333333,2.66666666666667
"HND",1994,3,1,2
"HRV",1994,NA,NA,NA
"HTI",1994,1.16666666666667,0,1
"HUN",1994,5,3,5
"IDN",1994,4,2,3
"IND",1994,4,3,3
"IRL",1994,5.75,4,5
"IRN",1994,5,2.5,4
"IRQ",1994,2,0.25,1
"ISL",1994,6,4,6
"ISR",1994,5,3.5,5
"ITA",1994,5,3.5,3
"JAM",1994,3,2.83333333333333,3
"JOR",1994,5,2.5,4
"JPN",1994,6,4,5
"KAZ",1994,NA,NA,NA
"KEN",1994,3.5,3,3
"KGZ",1994,NA,NA,NA
"KHM",1994,NA,NA,NA
"KNA",1994,NA,NA,NA
"KOR",1994,5,3.5,5
"KWT",1994,4.66666666666667,2,3
"LAO",1994,NA,NA,NA
"LBN",1994,4,1,4
"LBR",1994,1,0,1
"LBY",1994,5,2,4
"LCA",1994,NA,NA,NA
"LIE",1994,NA,NA,NA
"LKA",1994,3,2,3
"LSO",1994,NA,NA,NA
"LTU",1994,NA,NA,NA
"LUX",1994,6,4,6
"LVA",1994,NA,NA,NA
"MAR",1994,5,2,3
"MCO",1994,NA,NA,NA
"MDA",1994,NA,NA,NA
"MDG",1994,3,1,4
"MDV",1994,NA,NA,NA
"MEX",1994,3,2,3
"MHL",1994,NA,NA,NA
"MKD",1994,NA,NA,NA
"MLI",1994,3,0,3
"MLT",1994,5.83333333333333,2,4
"MMR",1994,4,1,2
"MNG",1994,4,2,4
"MOZ",1994,2,2,4
"MRT",1994,NA,NA,NA
"MUS",1994,NA,NA,NA
"MWI",1994,3,1,3
"MYS",1994,5,2,4
"NAM",1994,5,3.5,5
"NCL",1994,3,3,2
"NER",1994,2,1,3
"NGA",1994,3,2,2
"NIC",1994,3,1,5
"NLD",1994,6,4,6
"NOR",1994,6,3.70833333333333,6
"NPL",1994,NA,NA,NA
"NZL",1994,6,4,6
"OMN",1994,4.75,3,3
"PAK",1994,2.91666666666667,2,2
"PAN",1994,3,0.25,2
"PER",1994,3,1,3
"PHL",1994,4,1,3
"PLW",1994,NA,NA,NA
"PNG",1994,3,3,3
"POL",1994,6,3,5
"PRK",1994,3.08333333333333,1,3
"PRT",1994,5.25,3,5
"PRY",1994,4,2,2
"QAT",1994,5.5,2,2
"ROU",1994,5,1,4
"RUS",1994,3,2,3
"RWA",1994,NA,NA,NA
"SAU",1994,5,2,2
"SDN",1994,2,1,2
"SEN",1994,2,2,3
"SGP",1994,5.75,3.5,4
"SLB",1994,NA,NA,NA
"SLE",1994,2,0,1
"SLV",1994,3.25,0.166666666666667,3
"SMR",1994,NA,NA,NA
"SOM",1994,1,0,1
"SRB",1994,NA,NA,NA
"STP",1994,NA,NA,NA
"SUR",1994,2.41666666666667,1,3
"SVK",1994,6,3,4
"SVN",1994,NA,NA,NA
"SWE",1994,6,4,6
"SWZ",1994,NA,NA,NA
"SYC",1994,NA,NA,NA
"SYR",1994,4,2,4
"TCD",1994,NA,NA,NA
"TGO",1994,2.41666666666667,1,2
"THA",1994,5,3.5,3
"TJK",1994,NA,NA,NA
"TKM",1994,NA,NA,NA
"TTO",1994,4,2,3
"TUN",1994,4,2,3
"TUR",1994,4,3,4
"TWN",1994,5,3.5,4
"TZA",1994,4,1,4
"UGA",1994,4,1,3
"UKR",1994,NA,NA,NA
"URY",1994,3,1,3
"USA",1994,6,4,5
"UZB",1994,NA,NA,NA
"VCT",1994,NA,NA,NA
"VEN",1994,4,2,3
"VNM",1994,4.33333333333333,1.33333333333333,3
"VUT",1994,NA,NA,NA
"WSM",1994,NA,NA,NA
"YEM",1994,2.91666666666667,2,3
"YUG",1994,2.5,2,3
"ZAF",1994,3.5,4,5
"ZMB",1994,3,1,3.66666666666667
"ZWE",1994,4,3,4
"AFG",1995,NA,NA,NA
"AGO",1995,2,1.66666666666667,3
"ALB",1995,4.66666666666667,1,3.83333333333333
"AND",1995,NA,NA,NA
"ARE",1995,4,2,2
"ARG",1995,5,2,3
"ARM",1995,NA,NA,NA
"ATG",1995,NA,NA,NA
"AUS",1995,6,4,5
"AUT",1995,6,4,5
"AZE",1995,NA,NA,NA
"BDI",1995,NA,NA,NA
"BEL",1995,6,4,4.41666666666667
"BEN",1995,NA,NA,NA
"BFA",1995,4,1,3
"BGD",1995,3,1,2
"BGR",1995,5,2,4
"BHR",1995,5,2.91666666666667,4
"BHS",1995,4,3,4
"BIH",1995,NA,NA,NA
"BLR",1995,NA,NA,NA
"BLZ",1995,NA,NA,NA
"BOL",1995,3,1,3
"BRA",1995,3,3,3
"BRB",1995,NA,NA,NA
"BRN",1995,5.91666666666667,3.5,4
"BTN",1995,NA,NA,NA
"BWA",1995,5,2,3
"CAF",1995,NA,NA,NA
"CAN",1995,6,4,6
"CHE",1995,6,4,6
"CHL",1995,5,2,3
"CHN",1995,5,2.66666666666667,4
"CIV",1995,3,3,4
"CMR",1995,3,3,3
"COD",1995,1,1,0
"COG",1995,3,1,3
"COL",1995,2,3,3
"COM",1995,NA,NA,NA
"CPV",1995,NA,NA,NA
"CRI",1995,4,2,5
"CUB",1995,5,2,3
"CYP",1995,5,3.5,5
"CZE",1995,6,3,4
"DEU",1995,6,4,6
"DJI",1995,NA,NA,NA
"DMA",1995,NA,NA,NA
"DNK",1995,6,4,6
"DOM",1995,4,2,3
"DZA",1995,3,1,3
"ECU",1995,4,2,3
"EGY",1995,4,2,3.83333333333333
"ERI",1995,NA,NA,NA
"ESP",1995,6,3.08333333333333,3
"EST",1995,NA,NA,NA
"ETH",1995,4.58333333333333,0.583333333333333,2
"FIN",1995,6,4,6
"FJI",1995,NA,NA,NA
"FRA",1995,6,4,4
"FSM",1995,NA,NA,NA
"GAB",1995,3,3,1
"GBR",1995,6,4,5
"GEO",1995,NA,NA,NA
"GHA",1995,3,3,3
"GIN",1995,3,1,4
"GMB",1995,4.75,2,3.58333333333333
"GNB",1995,1,1,2
"GNQ",1995,NA,NA,NA
"GRC",1995,6,3,5
"GRD",1995,NA,NA,NA
"GTM",1995,3,1,2
"GUY",1995,4,2,3
"HND",1995,3,1,2
"HRV",1995,NA,NA,NA
"HTI",1995,2.91666666666667,0,1.91666666666667
"HUN",1995,5.91666666666667,3.45833333333333,5
"IDN",1995,4.66666666666667,2,3
"IND",1995,4,3,3
"IRL",1995,6,4,5
"IRN",1995,5,3,4
"IRQ",1995,2,1,1
"ISL",1995,6,4,6
"ISR",1995,5,3.58333333333333,5
"ITA",1995,5.41666666666667,3.5,3
"JAM",1995,3,3,3
"JOR",1995,5,3,4
"JPN",1995,6,4,5
"KAZ",1995,NA,NA,NA
"KEN",1995,4,3,3
"KGZ",1995,NA,NA,NA
"KHM",1995,NA,NA,NA
"KNA",1995,NA,NA,NA
"KOR",1995,5,3.5,5
"KWT",1995,5.5,2,3
"LAO",1995,NA,NA,NA
"LBN",1995,4,1,4
"LBR",1995,1,0,1
"LBY",1995,4.75,2,4
"LCA",1995,NA,NA,NA
"LIE",1995,NA,NA,NA
"LKA",1995,3.66666666666667,2,3
"LSO",1995,NA,NA,NA
"LTU",1995,NA,NA,NA
"LUX",1995,6,4,6
"LVA",1995,NA,NA,NA
"MAR",1995,5.91666666666667,2,3
"MCO",1995,NA,NA,NA
"MDA",1995,NA,NA,NA
"MDG",1995,3,1,4
"MDV",1995,NA,NA,NA
"MEX",1995,3,2,3
"MHL",1995,NA,NA,NA
"MKD",1995,NA,NA,NA
"MLI",1995,3,0,3
"MLT",1995,6,2.25,4
"MMR",1995,4.91666666666667,1,2
"MNG",1995,4,2,4
"MOZ",1995,2.66666666666667,2,4
"MRT",1995,NA,NA,NA
"MUS",1995,NA,NA,NA
"MWI",1995,3.91666666666667,1,3
"MYS",1995,5,2,4
"NAM",1995,5.91666666666667,3.5,5
"NCL",1995,3,3,2
"NER",1995,2,1,3
"NGA",1995,3,2,2
"NIC",1995,4,1,5
"NLD",1995,6,4,6
"NOR",1995,6,4,6
"NPL",1995,NA,NA,NA
"NZL",1995,6,4,6
"OMN",1995,5,3,3
"PAK",1995,3,2,2
"PAN",1995,3,1,2
"PER",1995,3,1,3
"PHL",1995,4,1,3
"PLW",1995,NA,NA,NA
"PNG",1995,3,3,3
"POL",1995,5.66666666666667,3.20833333333333,5
"PRK",1995,4.91666666666667,1,3
"PRT",1995,6,3,4.58333333333333
"PRY",1995,4,2,2
"QAT",1995,6,2,2
"ROU",1995,5,1,4
"RUS",1995,3.08333333333333,2,3
"RWA",1995,NA,NA,NA
"SAU",1995,5.5,2,2
"SDN",1995,2,1,2
"SEN",1995,2.66666666666667,2,3
"SGP",1995,6,3.5,4
"SLB",1995,NA,NA,NA
"SLE",1995,2,0,1
"SLV",1995,3,1,3
"SMR",1995,NA,NA,NA
"SOM",1995,1.58333333333333,0,1
"SRB",1995,NA,NA,NA
"STP",1995,NA,NA,NA
"SUR",1995,3,1,3
"SVK",1995,6,3.25,4
"SVN",1995,NA,NA,NA
"SWE",1995,6,4,6
"SWZ",1995,NA,NA,NA
"SYC",1995,NA,NA,NA
"SYR",1995,4.5,2,4
"TCD",1995,NA,NA,NA
"TGO",1995,3,1,2
"THA",1995,5,3.5,3
"TJK",1995,NA,NA,NA
"TKM",1995,NA,NA,NA
"TTO",1995,4,2,3
"TUN",1995,4.5,2,3
"TUR",1995,4.5,3,3.66666666666667
"TWN",1995,5,3.5,4
"TZA",1995,4.66666666666667,1,4
"UGA",1995,4,1,3
"UKR",1995,NA,NA,NA
"URY",1995,3,1,3
"USA",1995,6,4,5
"UZB",1995,NA,NA,NA
"VCT",1995,NA,NA,NA
"VEN",1995,4,2,3
"VNM",1995,5,2,3
"VUT",1995,NA,NA,NA
"WSM",1995,NA,NA,NA
"YEM",1995,3.41666666666667,2,3
"YUG",1995,4.5,2,3
"ZAF",1995,4,3.33333333333333,5
"ZMB",1995,3.66666666666667,1,3
"ZWE",1995,4,3,4
"AFG",1996,NA,NA,NA
"AGO",1996,2,3,3
"ALB",1996,4,1,2.75
"AND",1996,NA,NA,NA
"ARE",1996,4,2,2
"ARG",1996,5,2,3
"ARM",1996,NA,NA,NA
"ATG",1996,NA,NA,NA
"AUS",1996,6,4,5
"AUT",1996,6,4,5
"AZE",1996,NA,NA,NA
"BDI",1996,NA,NA,NA
"BEL",1996,5.66666666666667,4,4.83333333333333
"BEN",1996,NA,NA,NA
"BFA",1996,4,1,3
"BGD",1996,3,1,2
"BGR",1996,5.41666666666667,2,4
"BHR",1996,5,2,3.33333333333333
"BHS",1996,4,3,4
"BIH",1996,NA,NA,NA
"BLR",1996,NA,NA,NA
"BLZ",1996,NA,NA,NA
"BOL",1996,3,1,3
"BRA",1996,3,3,3
"BRB",1996,NA,NA,NA
"BRN",1996,6,3.5,4
"BTN",1996,NA,NA,NA
"BWA",1996,4.5,2,3
"CAF",1996,NA,NA,NA
"CAN",1996,6,4,6
"CHE",1996,6,4,5.5
"CHL",1996,5,2.41666666666667,3.83333333333333
"CHN",1996,5,2.5,2
"CIV",1996,3,3,3
"CMR",1996,3,3,3
"COD",1996,1,1,0
"COG",1996,3,1,3
"COL",1996,2,3,2.41666666666667
"COM",1996,NA,NA,NA
"CPV",1996,NA,NA,NA
"CRI",1996,4,2,5
"CUB",1996,5,1,3
"CYP",1996,5,3.5,5
"CZE",1996,6,3,4
"DEU",1996,6,4,5.58333333333333
"DJI",1996,NA,NA,NA
"DMA",1996,NA,NA,NA
"DNK",1996,6,4,6
"DOM",1996,4,2,3.33333333333333
"DZA",1996,3,1,3
"ECU",1996,4,2,3.41666666666667
"EGY",1996,4,2,2.08333333333333
"ERI",1996,NA,NA,NA
"ESP",1996,6,3.5,4.16666666666667
"EST",1996,NA,NA,NA
"ETH",1996,5,1,2
"FIN",1996,6,3.75,6
"FJI",1996,NA,NA,NA
"FRA",1996,5.91666666666667,3.70833333333333,4
"FSM",1996,NA,NA,NA
"GAB",1996,3,3,1
"GBR",1996,6,4,4.75
"GEO",1996,NA,NA,NA
"GHA",1996,3,3,3
"GIN",1996,3,1,4
"GMB",1996,5,2,3.83333333333333
"GNB",1996,1,1,2
"GNQ",1996,NA,NA,NA
"GRC",1996,6,3,5
"GRD",1996,NA,NA,NA
"GTM",1996,3,1,3
"GUY",1996,4,2,3
"HND",1996,3,1,2
"HRV",1996,NA,NA,NA
"HTI",1996,3,0,2.75
"HUN",1996,6,3.5,5
"IDN",1996,4.75,2,3
"IND",1996,4,3,3
"IRL",1996,6,4,5
"IRN",1996,5,3,4
"IRQ",1996,2,1,1
"ISL",1996,6,4,6
"ISR",1996,5,3.91666666666667,5
"ITA",1996,6,3.5,3.58333333333333
"JAM",1996,3,3,3
"JOR",1996,4.66666666666667,3,4
"JPN",1996,6,3.91666666666667,5
"KAZ",1996,NA,NA,NA
"KEN",1996,4,3,3
"KGZ",1996,NA,NA,NA
"KHM",1996,NA,NA,NA
"KNA",1996,NA,NA,NA
"KOR",1996,5,3.5,5
"KWT",1996,6,2,3
"LAO",1996,NA,NA,NA
"LBN",1996,4,1,1.75
"LBR",1996,1,0,1
"LBY",1996,4,2,4
"LCA",1996,NA,NA,NA
"LIE",1996,NA,NA,NA
"LKA",1996,4,2,3.58333333333333
"LSO",1996,NA,NA,NA
"LTU",1996,NA,NA,NA
"LUX",1996,6,4,6
"LVA",1996,NA,NA,NA
"MAR",1996,6,2,3
"MCO",1996,NA,NA,NA
"MDA",1996,NA,NA,NA
"MDG",1996,3,1,4
"MDV",1996,NA,NA,NA
"MEX",1996,3,2,2.5
"MHL",1996,NA,NA,NA
"MKD",1996,NA,NA,NA
"MLI",1996,3,0,3
"MLT",1996,6,3.5,4
"MMR",1996,4.25,1,1.83333333333333
"MNG",1996,4,2,4
"MOZ",1996,3,2,4
"MRT",1996,NA,NA,NA
"MUS",1996,NA,NA,NA
"MWI",1996,4,1,3
"MYS",1996,5,3,4
"NAM",1996,6,3.5,4.5
"NER",1996,2,1,2.58333333333333
"NGA",1996,3,2,2
"NIC",1996,4,1,4.91666666666667
"NLD",1996,6,4,6
"NOR",1996,6,4,5.5
"NPL",1996,NA,NA,NA
"NZL",1996,5.66666666666667,4,5.5
"OMN",1996,5,3,3
"PAK",1996,3.58333333333333,2,2
"PAN",1996,3,1,2
"PER",1996,3,1,3
"PHL",1996,4,1.83333333333333,3
"PLW",1996,NA,NA,NA
"PNG",1996,3,3,3
"POL",1996,5,3.33333333333333,5
"PRK",1996,5,1,2.5
"PRT",1996,6,3,4.58333333333333
"PRY",1996,4,2,2
"QAT",1996,6,2,2
"ROU",1996,5,1,3.08333333333333
"RUS",1996,4,2,2.33333333333333
"RWA",1996,NA,NA,NA
"SAU",1996,5,2,2
"SDN",1996,2,1,1.83333333333333
"SEN",1996,3,2,3
"SGP",1996,6,3.5,4
"SLB",1996,NA,NA,NA
"SLE",1996,2,0.5,1.33333333333333
"SLV",1996,3,1,3
"SMR",1996,NA,NA,NA
"SOM",1996,2,0,1
"SRB",1996,NA,NA,NA
"STP",1996,NA,NA,NA
"SUR",1996,3,1,3
"SVK",1996,5.41666666666667,3.5,3.58333333333333
"SVN",1996,NA,NA,NA
"SWE",1996,6,4,6
"SWZ",1996,NA,NA,NA
"SYC",1996,NA,NA,NA
"SYR",1996,5,2,4
"TCD",1996,NA,NA,NA
"TGO",1996,3,1,2
"THA",1996,5,3.375,3
"TJK",1996,NA,NA,NA
"TKM",1996,NA,NA,NA
"TTO",1996,4,2,3
"TUN",1996,5,2,3
"TUR",1996,4.41666666666667,3,2
"TWN",1996,5,3.5,4
"TZA",1996,5,1,3
"UGA",1996,4,1,2.5
"UKR",1996,NA,NA,NA
"URY",1996,3,1.5,3
"USA",1996,6,4,4.91666666666667
"UZB",1996,NA,NA,NA
"VCT",1996,NA,NA,NA
"VEN",1996,4,2,3
"VNM",1996,5,2,3
"VUT",1996,NA,NA,NA
"WSM",1996,NA,NA,NA
"YEM",1996,4,2,3
"YUG",1996,5,2,3
"ZAF",1996,4,3,5
"ZMB",1996,4,1,3
"ZWE",1996,4,3,3.33333333333333
"AFG",1997,NA,NA,NA
"AGO",1997,2.58333333333333,1.58333333333333,2.33333333333333
"ALB",1997,2.83333333333333,1,2.25
"AND",1997,NA,NA,NA
"ARE",1997,4,2.41666666666667,2
"ARG",1997,5,2.41666666666667,2
"ARM",1997,NA,NA,NA
"ATG",1997,NA,NA,NA
"AUS",1997,6,4,5
"AUT",1997,6,3.95833333333333,4.41666666666667
"AZE",1997,NA,NA,NA
"BDI",1997,NA,NA,NA
"BEL",1997,5.16666666666667,4,3.16666666666667
"BEN",1997,NA,NA,NA
"BFA",1997,4,1,2.5
"BGD",1997,3,1.41666666666667,2
"BGR",1997,4,2,4
"BHR",1997,5,2,3
"BHS",1997,4,3,4
"BIH",1997,NA,NA,NA
"BLR",1997,NA,NA,NA
"BLZ",1997,NA,NA,NA
"BOL",1997,3,1.41666666666667,3
"BRA",1997,2.66666666666667,2.58333333333333,3
"BRB",1997,NA,NA,NA
"BRN",1997,6,3.29166666666667,4
"BTN",1997,NA,NA,NA
"BWA",1997,4,2,3
"CAF",1997,NA,NA,NA
"CAN",1997,6,4,6
"CHE",1997,6,4,5
"CHL",1997,5,3,4
"CHN",1997,5,2,2
"CIV",1997,3,2.58333333333333,2
"CMR",1997,3,2.16666666666667,2.5
"COD",1997,1.41666666666667,0.583333333333333,1.08333333333333
"COG",1997,2.66666666666667,1,3.08333333333333
"COL",1997,2,2,1.58333333333333
"COM",1997,NA,NA,NA
"CPV",1997,NA,NA,NA
"CRI",1997,4,2,5
"CUB",1997,5,1.41666666666667,2.66666666666667
"CYP",1997,5,3.70833333333333,5
"CZE",1997,5.91666666666667,3,4
"DEU",1997,6,4,5
"DJI",1997,NA,NA,NA
"DMA",1997,NA,NA,NA
"DNK",1997,6,4,6
"DOM",1997,4,1.58333333333333,4
"DZA",1997,3,1.41666666666667,2.5
"ECU",1997,4,2,3.41666666666667
"EGY",1997,4,2,2
"ERI",1997,NA,NA,NA
"ESP",1997,5.08333333333333,3.29166666666667,5
"EST",1997,NA,NA,NA
"ETH",1997,5,1,2
"FIN",1997,6,3.70833333333333,6
"FJI",1997,NA,NA,NA
"FRA",1997,5,3.70833333333333,4
"FSM",1997,NA,NA,NA
"GAB",1997,3,2.58333333333333,1
"GBR",1997,6,4,4.66666666666667
"GEO",1997,NA,NA,NA
"GHA",1997,3,2.58333333333333,3
"GIN",1997,3,1.41666666666667,3.41666666666667
"GMB",1997,5,2,3
"GNB",1997,1,1,2
"GNQ",1997,NA,NA,NA
"GRC",1997,5.16666666666667,3,5
"GRD",1997,NA,NA,NA
"GTM",1997,2.91666666666667,1.41666666666667,4
"GUY",1997,4,2.41666666666667,3
"HND",1997,2.66666666666667,1.41666666666667,2
"HRV",1997,NA,NA,NA
"HTI",1997,3,0,3
"HUN",1997,6,3.70833333333333,5
"IDN",1997,4,2,2.41666666666667
"IND",1997,4,3,3
"IRL",1997,5.83333333333333,4,3.75
"IRN",1997,5,2.58333333333333,4
"IRQ",1997,2,0.583333333333333,1
"ISL",1997,6,4,6
"ISR",1997,5,3.70833333333333,4
"ITA",1997,6,3.29166666666667,4
"JAM",1997,3,3,3
"JOR",1997,4,2.58333333333333,4
"JPN",1997,6,3.70833333333333,4.41666666666667
"KAZ",1997,NA,NA,NA
"KEN",1997,4,2.58333333333333,2.66666666666667
"KGZ",1997,NA,NA,NA
"KHM",1997,NA,NA,NA
"KNA",1997,NA,NA,NA
"KOR",1997,4,3.29166666666667,4
"KWT",1997,5.75,2,3
"LAO",1997,NA,NA,NA
"LBN",1997,4,1.41666666666667,1
"LBR",1997,1.75,0,1
"LBY",1997,4,1.58333333333333,4
"LCA",1997,NA,NA,NA
"LIE",1997,NA,NA,NA
"LKA",1997,3.91666666666667,2,4
"LSO",1997,NA,NA,NA
"LTU",1997,NA,NA,NA
"LUX",1997,6,4,5.16666666666667
"LVA",1997,NA,NA,NA
"MAR",1997,6,2,3
"MCO",1997,NA,NA,NA
"MDA",1997,NA,NA,NA
"MDG",1997,3,1,4
"MDV",1997,NA,NA,NA
"MEX",1997,3,2.41666666666667,2.41666666666667
"MHL",1997,NA,NA,NA
"MKD",1997,NA,NA,NA
"MLI",1997,3,0,2.66666666666667
"MLT",1997,6,3.29166666666667,4
"MMR",1997,3,1,1
"MNG",1997,4,2,4
"MOZ",1997,3,1.16666666666667,4
"MRT",1997,NA,NA,NA
"MUS",1997,NA,NA,NA
"MWI",1997,4,1.41666666666667,3
"MYS",1997,5,3,4
"NAM",1997,6,2.875,3.58333333333333
"NER",1997,2,1,0
"NGA",1997,3,1.16666666666667,2
"NIC",1997,4,1,4
"NLD",1997,6,4,6
"NOR",1997,6,4,5
"NPL",1997,NA,NA,NA
"NZL",1997,6,4,5
"OMN",1997,5,2.58333333333333,3
"PAK",1997,3.91666666666667,2,2.91666666666667
"PAN",1997,3,1.83333333333333,2
"PER",1997,3,1.41666666666667,3
"PHL",1997,4,2.41666666666667,3
"PLW",1997,NA,NA,NA
"PNG",1997,3,2.58333333333333,3.41666666666667
"POL",1997,5,3.29166666666667,5
"PRK",1997,5,0.583333333333333,2
"PRT",1997,5.16666666666667,3,5
"PRY",1997,4,1.58333333333333,2
"QAT",1997,6,2,2
"ROU",1997,5,1,3
"RUS",1997,4,1.58333333333333,2
"RWA",1997,NA,NA,NA
"SAU",1997,5,2,2
"SDN",1997,2,1,1
"SEN",1997,3,1.58333333333333,3
"SGP",1997,6,3.70833333333333,4
"SLB",1997,NA,NA,NA
"SLE",1997,2.16666666666667,0.5,3
"SLV",1997,3,1.41666666666667,3.66666666666667
"SMR",1997,NA,NA,NA
"SOM",1997,2,0,1
"SRB",1997,NA,NA,NA
"STP",1997,NA,NA,NA
"SUR",1997,3,1.41666666666667,3
"SVK",1997,5,3.29166666666667,3
"SVN",1997,NA,NA,NA
"SWE",1997,6,4,6
"SWZ",1997,NA,NA,NA
"SYC",1997,NA,NA,NA
"SYR",1997,5,1.58333333333333,4
"TCD",1997,NA,NA,NA
"TGO",1997,3,0.583333333333333,2
"THA",1997,5,2.58333333333333,2.91666666666667
"TJK",1997,NA,NA,NA
"TKM",1997,NA,NA,NA
"TTO",1997,4,2.41666666666667,3
"TUN",1997,5,2,3
"TUR",1997,4,2.58333333333333,2
"TWN",1997,4,3.29166666666667,3
"TZA",1997,5,1,2.91666666666667
"UGA",1997,4,1.41666666666667,2
"UKR",1997,NA,NA,NA
"URY",1997,3,2.58333333333333,3
"USA",1997,6,4,4
"UZB",1997,NA,NA,NA
"VCT",1997,NA,NA,NA
"VEN",1997,4,1.58333333333333,3
"VNM",1997,5,2,2.41666666666667
"VUT",1997,NA,NA,NA
"WSM",1997,NA,NA,NA
"YEM",1997,4,1.58333333333333,3
"YUG",1997,5,2,3
"ZAF",1997,3.33333333333333,3,5
"ZMB",1997,4,1,3
"ZWE",1997,4,2.58333333333333,2.41666666666667
"AFG",1998,NA,NA,NA
"AGO",1998,3,0.916666666666667,2
"ALB",1998,3,1,3
"AND",1998,NA,NA,NA
"ARE",1998,4,3,2
"ARG",1998,5,3,2
"ARM",1998,NA,NA,NA
"ATG",1998,NA,NA,NA
"AUS",1998,6,4,5
"AUT",1998,6,4,4
"AZE",1998,NA,NA,NA
"BDI",1998,NA,NA,NA
"BEL",1998,5,4,3
"BEN",1998,NA,NA,NA
"BFA",1998,4,1,2
"BGD",1998,3.25,2,2
"BGR",1998,4,2,4
"BHR",1998,5,2,3
"BHS",1998,4,3,4
"BIH",1998,NA,NA,NA
"BLR",1998,4,1,4
"BLZ",1998,NA,NA,NA
"BOL",1998,3,2,3
"BRA",1998,2,2,3
"BRB",1998,NA,NA,NA
"BRN",1998,6,3,3.58333333333333
"BTN",1998,NA,NA,NA
"BWA",1998,4,2,3
"CAF",1998,NA,NA,NA
"CAN",1998,6,4,6
"CHE",1998,6,4,5
"CHL",1998,5,3,4
"CHN",1998,5,2,2
"CIV",1998,3,2,2
"CMR",1998,3,1,2
"COD",1998,1.66666666666667,0,1.66666666666667
"COG",1998,1,1,4
"COL",1998,2,2,1.5
"COM",1998,NA,NA,NA
"CPV",1998,NA,NA,NA
"CRI",1998,4,2,5
"CUB",1998,5,2,2
"CYP",1998,5,4,4.83333333333333
"CZE",1998,5,3,4
"DEU",1998,6,4,5
"DJI",1998,NA,NA,NA
"DMA",1998,NA,NA,NA
"DNK",1998,6,4,6
"DOM",1998,4,1,4
"DZA",1998,2.08333333333333,2,2
"ECU",1998,3.33333333333333,2,3
"EGY",1998,4,2,2
"ERI",1998,NA,NA,NA
"ESP",1998,4,3,5
"EST",1998,NA,NA,NA
"ETH",1998,5,1,2
"FIN",1998,6,4,6
"FJI",1998,NA,NA,NA
"FRA",1998,5,4,4
"FSM",1998,NA,NA,NA
"GAB",1998,3,2,1
"GBR",1998,6,4,5
"GEO",1998,NA,NA,NA
"GHA",1998,3,2,2.08333333333333
"GIN",1998,3,2,3
"GMB",1998,5,2,3
"GNB",1998,1,1,2
"GNQ",1998,NA,NA,NA
"GRC",1998,4.16666666666667,3,5
"GRD",1998,NA,NA,NA
"GTM",1998,2,2,4
"GUY",1998,4,3,3
"HND",1998,2,2,2
"HRV",1998,NA,NA,NA
"HTI",1998,2.75,0,2.08333333333333
"HUN",1998,6,4,5
"IDN",1998,2.5,2,1.25
"IND",1998,4,3,3
"IRL",1998,6,4,3
"IRN",1998,5,2,4
"IRQ",1998,2,0,1
"ISL",1998,6,4,6
"ISR",1998,5,4,3
"ITA",1998,6,3,3.66666666666667
"JAM",1998,3,3,3
"JOR",1998,4,2,4
"JPN",1998,6,4,2.16666666666667
"KAZ",1998,NA,NA,NA
"KEN",1998,2.16666666666667,2,2
"KGZ",1998,NA,NA,NA
"KHM",1998,NA,NA,NA
"KNA",1998,NA,NA,NA
"KOR",1998,4,3,4
"KWT",1998,5,2,3
"LAO",1998,NA,NA,NA
"LBN",1998,4,2,1
"LBR",1998,2,0,1
"LBY",1998,4,1,4
"LCA",1998,NA,NA,NA
"LIE",1998,NA,NA,NA
"LKA",1998,3,2,4
"LSO",1998,NA,NA,NA
"LTU",1998,NA,NA,NA
"LUX",1998,6,4,5
"LVA",1998,NA,NA,NA
"MAR",1998,6,2,3
"MCO",1998,NA,NA,NA
"MDA",1998,NA,NA,NA
"MDG",1998,3,1,4
"MDV",1998,NA,NA,NA
"MEX",1998,2.41666666666667,3,3
"MHL",1998,NA,NA,NA
"MKD",1998,NA,NA,NA
"MLI",1998,3,0,2
