"iso3c","year","v2x_polyarchy","v2x_libdem","v2x_delibdem","v2x_partipdem","v2x_egaldem","vdem.hl","vdem.hl.sq"
"NGA",1960,0.252,0.195,0.157,0.173,0.119,-1.24167524042272,1.54175740267883
"NGA",1961,0.251,0.197,0.156,0.181,0.118,-1.22687226999791,1.50521556688983
"NGA",1962,0.251,0.197,0.156,0.181,0.118,-1.22687226999791,1.50521556688983
"NGA",1963,0.251,0.197,0.156,0.191,0.118,-1.2061635227767,1.45483044367711
"NGA",1964,0.251,0.192,0.156,0.181,0.118,-1.235002690346,1.52523164516185
"NGA",1965,0.233,0.185,0.15,0.175,0.113,-1.30590983942307,1.70540050870199
"NGA",1966,0.214,0.11,0.099,0.161,0.108,-1.57985202692159,2.49593242696826
"NGA",1967,0.181,0.085,0.046,0.14,0.097,-1.82300970151879,3.32336437183162
"NGA",1968,0.181,0.085,0.044,0.14,0.097,-1.82631315314905,3.33541973336522
"NGA",1969,0.181,0.085,0.044,0.14,0.097,-1.82631315314905,3.33541973336522
"NGA",1970,0.181,0.086,0.044,0.14,0.097,-1.82468706907943,3.32948290006569
"NGA",1971,0.181,0.087,0.043,0.14,0.097,-1.82471271082494,3.32957647704612
"NGA",1972,0.183,0.094,0.043,0.142,0.098,-1.80425724098751,3.25534419165587
"NGA",1973,0.18,0.094,0.043,0.142,0.097,-1.81075503512299,3.27883379722328
"NGA",1974,0.18,0.094,0.043,0.142,0.097,-1.81075503512299,3.27883379722328
"NGA",1975,0.183,0.093,0.046,0.142,0.098,-1.80092814761174,3.24334219286025
"NGA",1976,0.182,0.094,0.046,0.143,0.097,-1.80059565849626,3.24214472539557
"NGA",1977,0.189,0.096,0.047,0.144,0.099,-1.7790586393192,3.16504964213627
"NGA",1978,0.201,0.1,0.084,0.147,0.102,-1.68103445461924,2.82587683761701
"NGA",1979,0.268,0.149,0.189,0.212,0.129,-1.13981109723799,1.29916933738688
"NGA",1980,0.386,0.261,0.237,0.264,0.17,-0.512145108357624,0.262292612014642
"NGA",1981,0.386,0.265,0.237,0.264,0.17,-0.505640772079155,0.255672590388804
"NGA",1982,0.386,0.265,0.237,0.264,0.17,-0.505640772079155,0.255672590388804
"NGA",1983,0.303,0.213,0.199,0.225,0.139,-0.919491834740729,0.845465234154872
"NGA",1984,0.19,0.093,0.058,0.154,0.102,-1.73809907577086,3.02098839719551
"NGA",1985,0.194,0.095,0.058,0.155,0.106,-1.71931815420448,2.95605491537709
"NGA",1986,0.196,0.097,0.075,0.156,0.107,-1.68098464058003,2.82570936186597
"NGA",1987,0.196,0.097,0.075,0.162,0.107,-1.6685593922473,2.7840904454567
"NGA",1988,0.196,0.097,0.075,0.162,0.107,-1.6685593922473,2.7840904454567
"NGA",1989,0.202,0.098,0.076,0.164,0.109,-1.64814424464735,2.71637945116419
"NGA",1990,0.205,0.099,0.077,0.165,0.135,-1.5913525797389,2.53240303304167
"NGA",1991,0.207,0.1,0.078,0.167,0.135,-1.58079969595069,2.49892767871779
"NGA",1992,0.226,0.109,0.082,0.174,0.142,-1.50271067851962,2.2581393833369
"NGA",1993,0.232,0.153,0.083,0.175,0.143,-1.41624259809489,2.00574309665856
"NGA",1994,0.199,0.097,0.073,0.169,0.133,-1.60592374052114,2.57899106036942
"NGA",1995,0.195,0.094,0.062,0.163,0.132,-1.64946068139425,2.72072053946559
"NGA",1996,0.195,0.094,0.062,0.163,0.132,-1.64946068139425,2.72072053946559
"NGA",1997,0.205,0.096,0.064,0.166,0.134,-1.61743020026898,2.61608045274216
"NGA",1998,0.225,0.106,0.213,0.178,0.14,-1.28809162718075,1.65918004001316
"NGA",1999,0.379,0.244,0.323,0.273,0.235,-0.273211396516214,0.0746444671863402
"NGA",2000,0.478,0.327,0.379,0.32,0.28,0.287582234679633,0.0827035417033313
"NGA",2001,0.478,0.327,0.379,0.32,0.28,0.287582234679633,0.0827035417033313
"NGA",2002,0.478,0.327,0.379,0.32,0.28,0.287582234679633,0.0827035417033313
"NGA",2003,0.434,0.304,0.352,0.298,0.26,0.0551371731474203,0.00304010786268861
"NGA",2004,0.418,0.295,0.342,0.29,0.252,-0.0320308946543599,0.0010259782123587
"NGA",2005,0.418,0.295,0.342,0.29,0.252,-0.0320308946543599,0.0010259782123587
"NGA",2006,0.42,0.298,0.345,0.291,0.253,-0.015195458372126,0.000230901955139014
"NGA",2007,0.416,0.299,0.34,0.288,0.25,-0.0397006988029062,0.00157614548543908
"NGA",2008,0.421,0.305,0.343,0.292,0.254,-0.00168097711668895,2.8256840668319e-06
"NGA",2009,0.419,0.305,0.343,0.29,0.254,-0.00895605102015514,8.02108498756218e-05
"NGA",2010,0.432,0.318,0.358,0.298,0.263,0.0900728028935553,0.00811310982110127
"NGA",2011,0.497,0.358,0.397,0.336,0.295,0.457589595126352,0.209388237567898
"NGA",2012,0.514,0.366,0.404,0.345,0.305,0.545409553258143,0.297471580785247
"NGA",2013,0.529,0.385,0.42,0.356,0.313,0.663394778583631,0.440092632252025
"NGA",2014,0.536,0.39,0.427,0.36,0.318,0.711326451366623,0.505985320413833
"NGA",2015,0.566,0.41,0.425,0.379,0.335,0.857453894330321,0.735227180902233
"NGA",2016,0.562,0.398,0.43,0.376,0.328,0.821135589359248,0.674263656112359
"NGA",2017,0.563,0.395,0.42,0.377,0.331,0.808771038290752,0.654110592377901
"NGA",2018,0.556,0.396,0.404,0.374,0.329,0.76319463465134,0.582466050360592
"NGA",2019,0.525,0.362,0.362,0.353,0.31,0.5123220522801,0.262473885252493
"PHL",1946,0.304,0.237,0.274,0.222,0.107,-0.818762181164455,0.670371509305175
"PHL",1947,0.352,0.262,0.297,0.243,0.138,-0.565700198644119,0.320016714745996
"PHL",1948,0.352,0.262,0.297,0.243,0.138,-0.565700198644119,0.320016714745996
"PHL",1949,0.35,0.261,0.292,0.242,0.138,-0.580789110970736,0.337315991422178
"PHL",1950,0.344,0.258,0.29,0.24,0.14,-0.598916922738478,0.358701480342528
"PHL",1951,0.348,0.26,0.293,0.242,0.14,-0.58030117879116,0.33674945810641
"PHL",1952,0.348,0.261,0.293,0.241,0.14,-0.580745969443663,0.33726588102506
"PHL",1953,0.351,0.262,0.294,0.241,0.144,-0.565576943083502,0.319877278547679
"PHL",1954,0.37,0.271,0.301,0.249,0.15,-0.482259680931564,0.232574399852214
"PHL",1955,0.378,0.278,0.305,0.251,0.153,-0.442201719562647,0.195542360784162
"PHL",1956,0.378,0.278,0.305,0.25,0.151,-0.447868209178055,0.200585932792358
"PHL",1957,0.379,0.278,0.306,0.25,0.152,-0.442852013686668,0.196117906026337
"PHL",1958,0.385,0.282,0.31,0.252,0.158,-0.405412206645896,0.164359057297495
"PHL",1959,0.385,0.282,0.31,0.251,0.159,-0.405685273921373,0.164580541476659
"PHL",1960,0.407,0.295,0.323,0.26,0.167,-0.295586844295935,0.0873715825208293
"PHL",1961,0.4,0.292,0.318,0.256,0.165,-0.331569474969499,0.109938316731549
"PHL",1962,0.397,0.292,0.317,0.255,0.164,-0.341789869642231,0.116820314990054
"PHL",1963,0.397,0.292,0.317,0.254,0.164,-0.343860744364352,0.118240211514806
"PHL",1964,0.397,0.292,0.317,0.253,0.164,-0.345931619086473,0.119668685083788
"PHL",1965,0.406,0.288,0.323,0.256,0.168,-0.315021786454708,0.0992387259411154
"PHL",1966,0.395,0.285,0.317,0.25,0.163,-0.368457963646025,0.135761270974176
"PHL",1967,0.395,0.285,0.317,0.262,0.161,-0.347203081873865,0.12054998006271
"PHL",1968,0.395,0.276,0.317,0.265,0.161,-0.35562521433406,0.126469293070146
"PHL",1969,0.387,0.269,0.312,0.263,0.163,-0.388345864284888,0.150812510307177
"PHL",1970,0.358,0.25,0.291,0.252,0.15,-0.545512027133825,0.297583371747655
"PHL",1971,0.332,0.211,0.278,0.237,0.127,-0.743547651520146,0.552863110081125
"PHL",1972,0.142,0.064,0.133,0.128,0.063,-1.8605330978706,3.46158340827196
"PHL",1973,0.078,0.038,0.084,0.117,0.053,-2.12476992772702,4.51464724577309
"PHL",1974,0.079,0.038,0.08,0.107,0.053,-2.15051891597914,4.62473160798409
"PHL",1975,0.079,0.038,0.08,0.112,0.053,-2.14016454236854,4.58030426841152
"PHL",1976,0.079,0.038,0.08,0.112,0.054,-2.13836673492189,4.57261229302051
"PHL",1977,0.079,0.038,0.08,0.112,0.054,-2.13836673492189,4.57261229302051
"PHL",1978,0.157,0.055,0.095,0.129,0.067,-1.90517139751924,3.62967805392542
"PHL",1979,0.168,0.061,0.097,0.131,0.069,-1.86714079260801,3.48621473942086
"PHL",1980,0.168,0.061,0.097,0.131,0.069,-1.86714079260801,3.48621473942086
"PHL",1981,0.174,0.062,0.098,0.133,0.07,-1.8485234524547,3.41703895427505
"PHL",1982,0.177,0.063,0.099,0.134,0.071,-1.83667697371235,3.37338230576516
"PHL",1983,0.179,0.063,0.1,0.135,0.071,-1.82982104871587,3.34824507032366
"PHL",1984,0.181,0.064,0.1,0.135,0.071,-1.82506164018703,3.33084999048218
"PHL",1985,0.184,0.064,0.101,0.136,0.072,-1.8148412455143,3.29364874641989
"PHL",1986,0.236,0.129,0.245,0.179,0.151,-1.15875642633443,1.34271645557133
"PHL",1987,0.435,0.275,0.407,0.325,0.249,0.136530052774499,0.0186404553106075
"PHL",1988,0.558,0.417,0.487,0.394,0.306,0.937636890397991,0.879162938235214
"PHL",1989,0.558,0.417,0.487,0.394,0.306,0.937636890397991,0.879162938235214
"PHL",1990,0.579,0.435,0.503,0.407,0.32,1.07832459915564,1.16278394114417
"PHL",1991,0.579,0.436,0.497,0.407,0.32,1.07004032833447,1.14498630426215
"PHL",1992,0.561,0.432,0.509,0.393,0.31,1.00818646112842,1.01643994040265
"PHL",1993,0.547,0.411,0.499,0.383,0.301,0.898699152059573,0.807660165912595
"PHL",1994,0.547,0.414,0.499,0.382,0.301,0.901506529546304,0.812714022814622
"PHL",1995,0.553,0.42,0.505,0.385,0.303,0.940381601292118,0.884317556048728
"PHL",1996,0.557,0.423,0.508,0.385,0.307,0.963672909651388,0.928665476795972
"PHL",1997,0.557,0.423,0.508,0.384,0.307,0.961602034929267,0.924678473580108
"PHL",1998,0.583,0.43,0.528,0.4,0.321,1.10505565749607,1.22114800616408
"PHL",1999,0.581,0.438,0.5,0.398,0.32,1.06274312587924,1.12942295160358
"PHL",2000,0.586,0.439,0.504,0.4,0.319,1.08115336635504,1.16889260158084
"PHL",2001,0.547,0.413,0.476,0.375,0.298,0.842001206333901,0.708966031467745
"PHL",2002,0.535,0.397,0.467,0.365,0.289,0.745429367887495,0.555664942509151
"PHL",2003,0.533,0.397,0.466,0.364,0.289,0.738573442891019,0.545490730543893
"PHL",2004,0.495,0.359,0.438,0.34,0.27,0.487141425879493,0.237306768807905
"PHL",2005,0.472,0.351,0.422,0.327,0.259,0.364974655698723,0.133206499302401
"PHL",2006,0.473,0.351,0.421,0.325,0.259,0.360747842668963,0.130139005990311
"PHL",2007,0.471,0.357,0.419,0.324,0.259,0.36199669627506,0.131041608114058
"PHL",2008,0.47,0.356,0.419,0.326,0.259,0.362945699420071,0.131729580727525
"PHL",2009,0.47,0.354,0.421,0.328,0.26,0.368936539801983,0.136114170401061
"PHL",2010,0.527,0.409,0.464,0.363,0.293,0.750503381782946,0.563255326067638
"PHL",2011,0.549,0.428,0.487,0.374,0.304,0.896410745761569,0.803552225116812
"PHL",2012,0.549,0.428,0.487,0.374,0.301,0.891017323421637,0.793911870637458
"PHL",2013,0.549,0.428,0.495,0.376,0.29,0.888596997473842,0.789604623919527
"PHL",2014,0.549,0.426,0.494,0.376,0.293,0.889086525859408,0.790474850464752
"PHL",2015,0.551,0.429,0.493,0.377,0.295,0.901112866327763,0.812004397861436
"PHL",2016,0.518,0.363,0.42,0.35,0.265,0.51166763875468,0.26180377254879
"PHL",2017,0.505,0.347,0.414,0.341,0.243,0.397183693439803,0.157754886334484
"PHL",2018,0.483,0.314,0.397,0.321,0.234,0.223379249771524,0.0498982892284891
"PHL",2019,0.451,0.296,0.385,0.313,0.204,0.0536546142129606,0.00287881762634164
"TZA",1961,0.214,0.194,0.132,0.08,0.235,-1.32817331994241,1.76404436780684
"TZA",1962,0.248,0.245,0.165,0.089,0.252,-1.08826896559375,1.18432934147449
"TZA",1963,0.331,0.284,0.197,0.113,0.292,-0.720350204540001,0.518904417180821
"TZA",1964,0.329,0.281,0.196,0.112,0.292,-0.732084381745329,0.535947541995441
"TZA",1965,0.277,0.254,0.184,0.117,0.268,-0.910068802455267,0.828225225202363
"TZA",1966,0.26,0.245,0.177,0.115,0.261,-0.979625299261899,0.959665726953965
"TZA",1967,0.251,0.244,0.174,0.101,0.271,-1.01132069248667,1.02276954305172
"TZA",1968,0.25,0.243,0.173,0.1,0.27,-1.0200338467698,1.04046904855599
"TZA",1969,0.25,0.243,0.173,0.1,0.27,-1.0200338467698,1.04046904855599
"TZA",1970,0.248,0.242,0.173,0.099,0.27,-1.02686413002076,1.05444994152329
"TZA",1971,0.247,0.241,0.172,0.099,0.271,-1.02991079468848,1.06071624501585
"TZA",1972,0.247,0.239,0.172,0.069,0.271,-1.09528920449133,1.19965844147525
"TZA",1973,0.247,0.24,0.172,0.069,0.271,-1.09366312042171,1.19609902097056
"TZA",1974,0.247,0.24,0.172,0.069,0.271,-1.09366312042171,1.19609902097056
"TZA",1975,0.247,0.241,0.172,0.069,0.271,-1.09203703635209,1.19254488876467
"TZA",1976,0.246,0.242,0.173,0.069,0.271,-1.09032588869696,1.18881054356281
"TZA",1977,0.248,0.243,0.174,0.07,0.271,-1.08184387963087,1.17038617989476
"TZA",1978,0.248,0.243,0.174,0.07,0.271,-1.08184387963087,1.17038617989476
"TZA",1979,0.248,0.243,0.174,0.07,0.271,-1.08184387963087,1.17038617989476
"TZA",1980,0.246,0.242,0.172,0.086,0.266,-1.06576178146926,1.13584817484053
"TZA",1981,0.248,0.241,0.174,0.087,0.267,-1.05708240728062,1.1174232157822
"TZA",1982,0.252,0.243,0.175,0.113,0.268,-0.990271314186029,0.980637275699725
"TZA",1983,0.252,0.243,0.175,0.113,0.268,-0.990271314186029,0.980637275699725
"TZA",1984,0.252,0.243,0.187,0.113,0.268,-0.970450604404459,0.94177437558898
"TZA",1985,0.261,0.246,0.21,0.114,0.266,-0.915007438552253,0.837238612605955
"TZA",1986,0.268,0.25,0.208,0.134,0.258,-0.873804883427497,0.763534974301741
"TZA",1987,0.27,0.253,0.209,0.134,0.259,-0.862343773497645,0.743636783690157
"TZA",1988,0.27,0.253,0.209,0.134,0.259,-0.862343773497645,0.743636783690157
"TZA",1989,0.27,0.253,0.209,0.135,0.259,-0.860272898775524,0.740069460367643
"TZA",1990,0.292,0.272,0.242,0.14,0.266,-0.717464754764892,0.514755674329847
"TZA",1991,0.302,0.282,0.254,0.146,0.273,-0.640706681531793,0.410505051759482
"TZA",1992,0.409,0.339,0.291,0.192,0.327,-0.126931336498909,0.0161115641853992
"TZA",1993,0.412,0.34,0.292,0.193,0.329,-0.113287050309915,0.0128339557679212
"TZA",1994,0.425,0.35,0.307,0.199,0.337,-0.0250760054959417,0.000628806051632498
"TZA",1995,0.482,0.399,0.355,0.234,0.362,0.340610501569819,0.116015513779644
"TZA",1996,0.498,0.409,0.372,0.317,0.364,0.585495493626317,0.342804973056725
"TZA",1997,0.498,0.409,0.372,0.317,0.364,0.585495493626317,0.342804973056725
"TZA",1998,0.498,0.409,0.372,0.317,0.364,0.585495493626317,0.342804973056725
"TZA",1999,0.498,0.409,0.372,0.317,0.364,0.585495493626317,0.342804973056725
"TZA",2000,0.484,0.403,0.368,0.311,0.358,0.523986721720928,0.274562084539845
"TZA",2001,0.449,0.378,0.346,0.29,0.338,0.312718955913768,0.0977931453877971
"TZA",2002,0.449,0.378,0.346,0.29,0.338,0.312718955913768,0.0977931453877971
"TZA",2003,0.449,0.378,0.346,0.29,0.338,0.312718955913768,0.0977931453877971
"TZA",2004,0.449,0.378,0.346,0.29,0.338,0.312718955913768,0.0977931453877971
"TZA",2005,0.433,0.371,0.358,0.286,0.329,0.271626715625939,0.0737810726417349
"TZA",2006,0.472,0.4,0.378,0.306,0.351,0.493886755170924,0.243924126933264
"TZA",2007,0.472,0.4,0.378,0.306,0.352,0.495684562617568,0.24570318561737
"TZA",2008,0.473,0.401,0.38,0.306,0.353,0.503978567993703,0.253994396996984
"TZA",2009,0.474,0.4,0.377,0.306,0.352,0.497166161261662,0.247174191903657
"TZA",2010,0.477,0.404,0.382,0.304,0.354,0.51608297875367,0.266341640959261
"TZA",2011,0.483,0.41,0.387,0.308,0.36,0.562568429193049,0.316483237524734
"TZA",2012,0.484,0.408,0.389,0.31,0.361,0.570125931804573,0.325043578116033
"TZA",2013,0.479,0.402,0.391,0.307,0.348,0.526255446896336,0.276944795388062
"TZA",2014,0.476,0.401,0.389,0.305,0.35,0.516079789956666,0.266338349601716
"TZA",2015,0.463,0.398,0.381,0.296,0.362,0.480556939102447,0.230934971719513
"TZA",2016,0.415,0.357,0.331,0.272,0.347,0.179433309439641,0.032196312536462
"TZA",2017,0.41,0.351,0.339,0.268,0.348,0.168571608953083,0.028416387345031
"TZA",2018,0.395,0.338,0.332,0.265,0.333,0.0791907660319338,0.00627117742472449
"TZA",2019,0.391,0.337,0.346,0.26,0.328,0.0750787836118754,0.00563682374863881
"TWN",1949,0.074,0.037,0.029,0.019,0.109,-2.32577608630305,5.40923440361912
"TWN",1950,0.075,0.052,0.029,0.021,0.113,-2.28848518379836,5.2371644364646
"TWN",1951,0.076,0.054,0.029,0.021,0.113,-2.28366635342951,5.21513201378604
"TWN",1952,0.078,0.056,0.032,0.021,0.113,-2.27232568338566,5.1634640113741
"TWN",1953,0.078,0.056,0.032,0.024,0.113,-2.2661130592193,5.13526839716424
"TWN",1954,0.078,0.059,0.032,0.024,0.113,-2.26123480701044,5.11318285243556
"TWN",1955,0.078,0.058,0.032,0.024,0.114,-2.26106308363342,5.11240626816986
"TWN",1956,0.078,0.058,0.036,0.024,0.114,-2.25445618037289,5.08257266922154
"TWN",1957,0.078,0.058,0.036,0.024,0.115,-2.25265837292625,5.07446974511474
"TWN",1958,0.078,0.058,0.036,0.024,0.115,-2.25265837292625,5.07446974511474
"TWN",1959,0.078,0.058,0.036,0.024,0.115,-2.25265837292625,5.07446974511474
"TWN",1960,0.081,0.061,0.036,0.031,0.118,-2.22319058863378,4.94257639338983
"TWN",1961,0.081,0.061,0.036,0.031,0.118,-2.22319058863378,4.94257639338983
"TWN",1962,0.081,0.062,0.036,0.031,0.118,-2.22156450456417,4.93534884793943
"TWN",1963,0.081,0.062,0.036,0.031,0.118,-2.22156450456417,4.93534884793943
"TWN",1964,0.081,0.063,0.036,0.031,0.118,-2.21993842049455,4.92812659078784
"TWN",1965,0.081,0.063,0.036,0.031,0.118,-2.21993842049455,4.92812659078784
"TWN",1966,0.081,0.063,0.04,0.032,0.121,-2.20586722017197,4.86585019302923
"TWN",1967,0.081,0.063,0.043,0.032,0.121,-2.20091204272658,4.84401381981889
"TWN",1968,0.082,0.063,0.043,0.032,0.123,-2.19574976560368,4.82131703314862
"TWN",1969,0.083,0.063,0.045,0.032,0.124,-2.18908184429716,4.79207932103147
"TWN",1970,0.114,0.071,0.05,0.039,0.133,-2.08857162347194,4.36213142637223
"TWN",1971,0.112,0.07,0.044,0.038,0.133,-2.10531226161369,4.43233971890096
"TWN",1972,0.113,0.068,0.045,0.038,0.136,-2.09995261936825,4.40980100359158
"TWN",1973,0.112,0.07,0.045,0.04,0.134,-2.09772097890768,4.40043330534938
"TWN",1974,0.114,0.072,0.05,0.04,0.134,-2.08307685723356,4.33920919314206
"TWN",1975,0.114,0.076,0.068,0.042,0.136,-2.03910409194521,4.15794549778769
"TWN",1976,0.117,0.082,0.091,0.043,0.142,-1.97380018768867,3.89588718091985
"TWN",1977,0.119,0.083,0.092,0.046,0.145,-1.95578300683841,3.82508716983788
"TWN",1978,0.119,0.078,0.081,0.045,0.152,-1.97156863374855,3.88708287758111
"TWN",1979,0.118,0.078,0.082,0.045,0.162,-1.95350549569659,3.81618372171678
"TWN",1980,0.128,0.088,0.088,0.058,0.181,-1.8505879649397,3.42467581597967
"TWN",1981,0.132,0.091,0.088,0.062,0.182,-1.82936175747727,3.34656443972034
"TWN",1982,0.133,0.098,0.113,0.061,0.183,-1.77539242865755,3.15201827573454
"TWN",1983,0.135,0.099,0.113,0.061,0.184,-1.76883521268206,3.12877800962399
"TWN",1984,0.139,0.105,0.114,0.062,0.185,-1.74729165136201,3.05302811491938
"TWN",1985,0.14,0.105,0.114,0.064,0.185,-1.74158323968816,3.0331121807627
"TWN",1986,0.156,0.118,0.123,0.07,0.193,-1.65370431086728,2.73473794778102
"TWN",1987,0.201,0.131,0.139,0.098,0.208,-1.45068620066856,2.10449045281019
"TWN",1988,0.227,0.173,0.212,0.107,0.228,-1.1664874458382,1.36069296129812
"TWN",1989,0.242,0.2,0.23,0.118,0.251,-1.00522298462585,1.0104732488201
"TWN",1990,0.265,0.227,0.253,0.151,0.275,-0.775809545167648,0.601880450373233
"TWN",1991,0.268,0.243,0.258,0.155,0.276,-0.726752277954152,0.52816887351155
"TWN",1992,0.297,0.263,0.277,0.172,0.291,-0.555242619439849,0.308294366442425
"TWN",1993,0.321,0.28,0.307,0.186,0.308,-0.380892549589094,0.14507913433248
"TWN",1994,0.321,0.279,0.31,0.211,0.316,-0.311409128587152,0.0969756453674092
"TWN",1995,0.326,0.283,0.314,0.232,0.319,-0.241582786395631,0.0583622426826773
"TWN",1996,0.343,0.292,0.323,0.245,0.329,-0.140549793675479,0.0197542445022196
"TWN",1997,0.651,0.493,0.53,0.418,0.539,1.74653320549242,3.05037823788764
"TWN",1998,0.663,0.504,0.545,0.435,0.553,1.86837013876959,3.4908069754459
"TWN",1999,0.659,0.499,0.541,0.432,0.55,1.83576011973624,3.370015217214
"TWN",2000,0.775,0.675,0.689,0.538,0.673,2.98878219174529,8.93281898969379
"TWN",2001,0.788,0.687,0.707,0.545,0.685,3.09446268665259,9.57569931908515
"TWN",2002,0.793,0.69,0.712,0.553,0.688,3.13739329920205,9.84323671387794
"TWN",2003,0.788,0.686,0.704,0.549,0.684,3.09436711657942,9.57510785216802
"TWN",2004,0.777,0.676,0.695,0.58,0.675,3.09402430838727,9.57298642089134
"TWN",2005,0.775,0.672,0.694,0.578,0.673,3.07499755749692,9.45560997861202
"TWN",2006,0.778,0.675,0.696,0.581,0.676,3.09948529453116,9.60680909101493
"TWN",2007,0.777,0.677,0.697,0.581,0.679,3.10821594859585,9.66100638310559
"TWN",2008,0.799,0.686,0.684,0.634,0.699,3.28155734788245,10.7686186274413
"TWN",2009,0.802,0.67,0.662,0.628,0.699,3.21147677319181,10.3135830647505
"TWN",2010,0.804,0.672,0.667,0.628,0.702,3.23151431720585,10.4426847823064
"TWN",2011,0.804,0.672,0.667,0.626,0.701,3.22557476031497,10.404332534381
"TWN",2012,0.808,0.677,0.668,0.625,0.704,3.24494610301445,10.5296752114686
"TWN",2013,0.806,0.682,0.665,0.613,0.714,3.23811559925891,10.4853926341639
"TWN",2014,0.809,0.683,0.669,0.609,0.716,3.24636068928269,10.53885772492
"TWN",2015,0.809,0.684,0.669,0.602,0.716,3.23349065029746,10.4554617855611
"TWN",2016,0.839,0.73,0.749,0.632,0.748,3.60708452955493,13.0110588033545
"TWN",2017,0.845,0.737,0.746,0.63,0.75,3.62236577942358,13.121533839939
"TWN",2018,0.845,0.736,0.743,0.669,0.749,3.69475082462463,13.6511836560644
"TWN",2019,0.835,0.723,0.72,0.647,0.748,3.57259836434217,12.7634590729004
"THA",1946,0.18,0.132,0.123,0.037,0.052,-1.91516895618871,3.66787213074896
"THA",1947,0.149,0.117,0.107,0.03,0.047,-2.03803951968112,4.15360508378203
"THA",1948,0.135,0.115,0.051,0.028,0.042,-2.16885239135971,4.70392069550674
"THA",1949,0.135,0.111,0.051,0.028,0.043,-2.17355892019154,4.7243583795442
"THA",1950,0.135,0.107,0.051,0.028,0.046,-2.17466983413007,4.72918888747533
"THA",1951,0.132,0.107,0.051,0.028,0.046,-2.17936982081891,4.74965281589626
"THA",1952,0.121,0.104,0.049,0.026,0.044,-2.21252217352129,4.89525436832338
"THA",1953,0.124,0.104,0.049,0.026,0.045,-2.20602437938581,4.86654356244455
"THA",1954,0.125,0.105,0.05,0.026,0.045,-2.20117990727145,4.84519298417555
"THA",1955,0.136,0.107,0.051,0.028,0.046,-2.17310317190046,4.72237739572385
"THA",1956,0.139,0.108,0.052,0.028,0.047,-2.16332756788023,4.67998616595061
"THA",1957,0.146,0.103,0.057,0.03,0.051,-2.14089974431456,4.58345171520616
"THA",1958,0.129,0.092,0.064,0.026,0.053,-2.17854573027304,4.74606149889091
"THA",1959,0.109,0.083,0.06,0.023,0.05,-2.24272668125867,5.02982296682951
"THA",1960,0.111,0.083,0.069,0.027,0.05,-2.21644432557478,4.91262544837265
"THA",1961,0.111,0.083,0.063,0.027,0.05,-2.22635468046557,4.95665516323093
"THA",1962,0.111,0.083,0.063,0.027,0.05,-2.22635468046557,4.95665516323093
"THA",1963,0.111,0.083,0.063,0.027,0.05,-2.22635468046557,4.95665516323093
"THA",1964,0.111,0.084,0.063,0.027,0.05,-2.22472859639595,4.94941732762189
"THA",1965,0.111,0.084,0.063,0.027,0.05,-2.22472859639595,4.94941732762189
"THA",1966,0.111,0.084,0.063,0.027,0.05,-2.22472859639595,4.94941732762189
"THA",1967,0.112,0.085,0.063,0.027,0.05,-2.22153585009672,4.93522153326495
"THA",1968,0.124,0.087,0.065,0.029,0.052,-2.18844291923434,4.78928241074694
"THA",1969,0.153,0.107,0.098,0.033,0.057,-2.03870854516222,4.15633253211744
"THA",1970,0.155,0.111,0.098,0.033,0.066,-2.01289061740473,4.05172863763598
"THA",1971,0.149,0.108,0.079,0.032,0.065,-2.0624203156475,4.25357755839554
"THA",1972,0.115,0.099,0.071,0.027,0.059,-2.1646766128924,4.6858248384033
"THA",1973,0.127,0.112,0.152,0.035,0.071,-1.95280709506973,3.81345555055468
"THA",1974,0.179,0.162,0.226,0.068,0.087,-1.57070496035305,2.46711407247768
"THA",1975,0.283,0.201,0.269,0.092,0.113,-1.17688661276402,1.38506209930316
"THA",1976,0.239,0.134,0.229,0.074,0.103,-1.47609023560117,2.17884238363712
"THA",1977,0.125,0.102,0.098,0.031,0.073,-2.06608233823739,4.26869622837648
"THA",1978,0.125,0.108,0.1,0.035,0.073,-2.04473888330094,4.18095710088278
"THA",1979,0.144,0.115,0.124,0.038,0.076,-1.95234224638155,3.81164024700615
"THA",1980,0.251,0.185,0.229,0.082,0.129,-1.31105000990563,1.71885212847355
"THA",1981,0.293,0.202,0.242,0.092,0.145,-1.1466606651142,1.31483068092014
"THA",1982,0.301,0.206,0.246,0.102,0.147,-1.09671176562381,1.2027766968577
"THA",1983,0.328,0.22,0.257,0.109,0.155,-0.9845991418552,0.969435470141995
"THA",1984,0.34,0.225,0.262,0.112,0.158,-0.937804099169815,0.879476528419709
"THA",1985,0.34,0.226,0.264,0.113,0.159,-0.929005881301172,0.863051927492167
"THA",1986,0.339,0.227,0.262,0.112,0.159,-0.934320785813549,0.872955330803248
"THA",1987,0.338,0.225,0.263,0.111,0.159,-0.939558765089386,0.882770673056292
"THA",1988,0.358,0.256,0.292,0.117,0.169,-0.779513542901042,0.607641363566134
"THA",1989,0.378,0.266,0.302,0.123,0.175,-0.692190106448723,0.479127143465495
"THA",1990,0.385,0.27,0.301,0.13,0.184,-0.645694470303458,0.416921348980463
"THA",1991,0.212,0.16,0.178,0.075,0.125,-1.51872730801404,2.30653263610757
"THA",1992,0.276,0.203,0.206,0.112,0.147,-1.186116858957,1.40687320310203
