"","iso3c","year","cn"
"15136","MYS",1985,1
"15137","MYS",1986,1
"15138","MYS",1987,1
"15139","MYS",1988,1
"15140","MYS",1989,1
"15141","MYS",1990,1
"15142","MYS",1991,1
"15143","MYS",1992,1
"15144","MYS",1993,1
"15145","MYS",1994,1
"15146","MYS",1995,1
"15147","MYS",1996,1
"15148","MYS",1997,1
"15149","MYS",1998,1
"15150","MYS",1999,1
"15151","MYS",2000,1
"15152","MYS",2001,1
"15153","MYS",2002,1
"15154","MYS",2003,1
"15155","MYS",2004,1
"15156","MYS",2005,1
"15157","MYS",2006,1
"15158","MYS",2007,1
"15159","MYS",2008,1
"15160","MYS",2009,1
"15161","MYS",2010,1
"15162","MYS",2011,1
"15163","MYS",2012,1
"15164","MYS",2013,1
"15165","MYS",2014,1
"15166","MYS",2015,1
"15167","MYS",2016,1
"15168","SGP",1965,1
"15169","SGP",1966,1
"15170","SGP",1967,1
"15171","SGP",1968,1
"15172","SGP",1969,1
"15173","SGP",1970,1
"15174","SGP",1971,1
"15175","SGP",1972,1
"15176","SGP",1973,1
"15177","SGP",1974,1
"15178","SGP",1975,1
"15179","SGP",1976,1
"15180","SGP",1977,1
"15181","SGP",1978,1
"15182","SGP",1979,1
"15183","SGP",1980,1
"15184","SGP",1981,1
"15185","SGP",1982,1
"15186","SGP",1983,1
"15187","SGP",1984,1
"15188","SGP",1985,1
"15189","SGP",1986,1
"15190","SGP",1987,1
"15191","SGP",1988,1
"15192","SGP",1989,1
"15193","SGP",1990,1
"15194","SGP",1991,1
"15195","SGP",1992,1
"15196","SGP",1993,1
"15197","SGP",1994,1
"15198","SGP",1995,1
"15199","SGP",1996,1
"15200","SGP",1997,1
"15201","SGP",1998,1
"15202","SGP",1999,1
"15203","SGP",2000,1
"15204","SGP",2001,1
"15205","SGP",2002,1
"15206","SGP",2003,1
"15207","SGP",2004,1
"15208","SGP",2005,1
"15209","SGP",2006,1
"15210","SGP",2007,1
"15211","SGP",2008,1
"15212","SGP",2009,1
"15213","SGP",2010,1
"15214","SGP",2011,1
"15215","SGP",2012,1
"15216","SGP",2013,1
"15217","SGP",2014,1
"15218","SGP",2015,1
"15219","SGP",2016,1
"15220","BRN",1984,1
"15221","BRN",1985,1
"15222","BRN",1986,1
"15223","BRN",1987,1
"15224","BRN",1988,1
"15225","BRN",1989,1
"15226","BRN",1990,1
"15227","BRN",1991,1
"15228","BRN",1992,1
"15229","BRN",1993,1
"15230","BRN",1994,1
"15231","BRN",1995,1
"15232","BRN",1996,1
"15233","BRN",1997,1
"15234","BRN",1998,1
"15235","BRN",1999,1
"15236","BRN",2000,1
"15237","BRN",2001,1
"15238","BRN",2002,1
"15239","BRN",2003,1
"15240","BRN",2004,1
"15241","BRN",2005,1
"15242","BRN",2006,1
"15243","BRN",2007,1
"15244","BRN",2008,1
"15245","BRN",2009,1
"15246","BRN",2010,1
"15247","BRN",2011,1
"15248","BRN",2012,1
"15249","BRN",2013,1
"15250","BRN",2014,1
"15251","BRN",2015,1
"15252","BRN",2016,1
"15253","PHL",1946,1
"15254","PHL",1947,1
"15255","PHL",1948,1
"15256","PHL",1949,1
"15257","PHL",1950,1
"15258","PHL",1951,1
"15259","PHL",1952,1
"15260","PHL",1953,1
"15261","PHL",1954,1
"15262","PHL",1955,1
"15263","PHL",1956,1
"15264","PHL",1957,1
"15265","PHL",1958,1
"15266","PHL",1959,1
"15267","PHL",1960,1
"15268","PHL",1961,1
"15269","PHL",1962,1
"15270","PHL",1963,1
"15271","PHL",1964,1
"15272","PHL",1965,1
"15273","PHL",1966,1
"15274","PHL",1967,1
"15275","PHL",1968,1
"15276","PHL",1969,1
"15277","PHL",1970,1
"15278","PHL",1971,1
"15279","PHL",1972,1
"15280","PHL",1973,1
"15281","PHL",1974,1
"15282","PHL",1975,1
"15283","PHL",1976,1
"15284","PHL",1977,1
"15285","PHL",1978,1
"15286","PHL",1979,1
"15287","PHL",1980,1
"15288","PHL",1981,1
"15289","PHL",1982,1
"15290","PHL",1983,1
"15291","PHL",1984,1
"15292","PHL",1985,1
"15293","PHL",1986,1
"15294","PHL",1987,1
"15295","PHL",1988,1
"15296","PHL",1989,1
"15297","PHL",1990,1
"15298","PHL",1991,1
"15299","PHL",1992,1
"15300","PHL",1993,1
"15301","PHL",1994,1
"15302","PHL",1995,1
"15303","PHL",1996,1
"15304","PHL",1997,1
"15305","PHL",1998,1
"15306","PHL",1999,1
"15307","PHL",2000,1
"15308","PHL",2001,1
"15309","PHL",2002,1
"15310","PHL",2003,1
"15311","PHL",2004,1
"15312","PHL",2005,1
"15313","PHL",2006,1
"15314","PHL",2007,1
"15315","PHL",2008,1
"15316","PHL",2009,1
"15317","PHL",2010,1
"15318","PHL",2011,1
"15319","PHL",2012,1
"15320","PHL",2013,1
"15321","PHL",2014,1
"15322","PHL",2015,1
"15323","PHL",2016,1
"15324","IDN",1949,1
"15325","IDN",1950,1
"15326","IDN",1951,1
"15327","IDN",1952,1
"15328","IDN",1953,1
"15329","IDN",1954,1
"15330","IDN",1955,1
"15331","IDN",1956,1
"15332","IDN",1957,1
"15333","IDN",1958,1
"15334","IDN",1959,1
"15335","IDN",1960,1
"15336","IDN",1961,1
"15337","IDN",1962,1
"15338","IDN",1963,1
"15339","IDN",1964,1
"15340","IDN",1965,1
"15341","IDN",1966,1
"15342","IDN",1967,1
"15343","IDN",1968,1
"15344","IDN",1969,1
"15345","IDN",1970,1
"15346","IDN",1971,1
"15347","IDN",1972,1
"15348","IDN",1973,1
"15349","IDN",1974,1
"15350","IDN",1975,1
"15351","IDN",1976,1
"15352","IDN",1977,1
"15353","IDN",1978,1
"15354","IDN",1979,1
"15355","IDN",1980,1
"15356","IDN",1981,1
"15357","IDN",1982,1
"15358","IDN",1983,1
"15359","IDN",1984,1
"15360","IDN",1985,1
"15361","IDN",1986,1
"15362","IDN",1987,1
"15363","IDN",1988,1
"15364","IDN",1989,1
"15365","IDN",1990,1
"15366","IDN",1991,1
"15367","IDN",1992,1
"15368","IDN",1993,1
"15369","IDN",1994,1
"15370","IDN",1995,1
"15371","IDN",1996,1
"15372","IDN",1997,1
"15373","IDN",1998,1
"15374","IDN",1999,1
"15375","IDN",2000,1
"15376","IDN",2001,1
"15377","IDN",2002,1
"15378","IDN",2003,1
"15379","IDN",2004,1
"15380","IDN",2005,1
"15381","IDN",2006,1
"15382","IDN",2007,1
"15383","IDN",2008,1
"15384","IDN",2009,1
"15385","IDN",2010,1
"15386","IDN",2011,1
"15387","IDN",2012,1
"15388","IDN",2013,1
"15389","IDN",2014,1
"15390","IDN",2015,1
"15391","IDN",2016,1
"15392","TLS",2002,1
"15393","TLS",2003,1
"15394","TLS",2004,1
"15395","TLS",2005,1
"15396","TLS",2006,1
"15397","TLS",2007,1
"15398","TLS",2008,1
"15399","TLS",2009,1
"15400","TLS",2010,1
"15401","TLS",2011,1
"15402","TLS",2012,1
"15403","TLS",2013,1
"15404","TLS",2014,1
"15405","TLS",2015,1
"15406","TLS",2016,1
"15407","AUS",1920,1
"15408","AUS",1921,1
"15409","AUS",1922,1
"15410","AUS",1923,1
"15411","AUS",1924,1
"15412","AUS",1925,1
"15413","AUS",1926,1
"15414","AUS",1927,1
"15415","AUS",1928,1
"15416","AUS",1929,1
"15417","AUS",1930,1
"15418","AUS",1931,1
"15419","AUS",1932,1
"15420","AUS",1933,1
"15421","AUS",1934,1
"15422","AUS",1935,1
"15423","AUS",1936,1
"15424","AUS",1937,1
"15425","AUS",1938,1
"15426","AUS",1939,1
"15427","AUS",1940,1
"15428","AUS",1941,1
"15429","AUS",1942,1
"15430","AUS",1943,1
"15431","AUS",1944,1
"15432","AUS",1945,1
"15433","AUS",1946,1
"15434","AUS",1947,1
"15435","AUS",1948,1
"15436","AUS",1949,1
"15437","AUS",1950,1
"15438","AUS",1951,1
"15439","AUS",1952,1
"15440","AUS",1953,1
"15441","AUS",1954,1
"15442","AUS",1955,1
"15443","AUS",1956,1
"15444","AUS",1957,1
"15445","AUS",1958,1
"15446","AUS",1959,1
"15447","AUS",1960,1
"15448","AUS",1961,1
"15449","AUS",1962,1
"15450","AUS",1963,1
"15451","AUS",1964,1
"15452","AUS",1965,1
"15453","AUS",1966,1
"15454","AUS",1967,1
"15455","AUS",1968,1
"15456","AUS",1969,1
"15457","AUS",1970,1
"15458","AUS",1971,1
"15459","AUS",1972,1
"15460","AUS",1973,1
"15461","AUS",1974,1
"15462","AUS",1975,1
"15463","AUS",1976,1
"15464","AUS",1977,1
"15465","AUS",1978,1
"15466","AUS",1979,1
"15467","AUS",1980,1
"15468","AUS",1981,1
"15469","AUS",1982,1
"15470","AUS",1983,1
"15471","AUS",1984,1
"15472","AUS",1985,1
"15473","AUS",1986,1
"15474","AUS",1987,1
"15475","AUS",1988,1
"15476","AUS",1989,1
"15477","AUS",1990,1
"15478","AUS",1991,1
"15479","AUS",1992,1
"15480","AUS",1993,1
"15481","AUS",1994,1
"15482","AUS",1995,1
"15483","AUS",1996,1
"15484","AUS",1997,1
"15485","AUS",1998,1
"15486","AUS",1999,1
"15487","AUS",2000,1
"15488","AUS",2001,1
"15489","AUS",2002,1
"15490","AUS",2003,1
"15491","AUS",2004,1
"15492","AUS",2005,1
"15493","AUS",2006,1
"15494","AUS",2007,1
"15495","AUS",2008,1
"15496","AUS",2009,1
"15497","AUS",2010,1
"15498","AUS",2011,1
"15499","AUS",2012,1
"15500","AUS",2013,1
"15501","AUS",2014,1
"15502","AUS",2015,1
"15503","AUS",2016,1
"15504","PNG",1975,1
"15505","PNG",1976,1
"15506","PNG",1977,1
"15507","PNG",1978,1
"15508","PNG",1979,1
"15509","PNG",1980,1
"15510","PNG",1981,1
"15511","PNG",1982,1
"15512","PNG",1983,1
"15513","PNG",1984,1
"15514","PNG",1985,1
"15515","PNG",1986,1
"15516","PNG",1987,1
"15517","PNG",1988,1
"15518","PNG",1989,1
"15519","PNG",1990,1
"15520","PNG",1991,1
"15521","PNG",1992,1
"15522","PNG",1993,1
"15523","PNG",1994,1
"15524","PNG",1995,1
"15525","PNG",1996,1
"15526","PNG",1997,1
"15527","PNG",1998,1
"15528","PNG",1999,1
"15529","PNG",2000,1
"15530","PNG",2001,1
"15531","PNG",2002,1
"15532","PNG",2003,1
"15533","PNG",2004,1
"15534","PNG",2005,1
"15535","PNG",2006,1
"15536","PNG",2007,1
"15537","PNG",2008,1
"15538","PNG",2009,1
"15539","PNG",2010,1
"15540","PNG",2011,1
"15541","PNG",2012,1
"15542","PNG",2013,1
"15543","PNG",2014,1
"15544","PNG",2015,1
"15545","PNG",2016,1
"15546","NZL",1920,1
"15547","NZL",1921,1
"15548","NZL",1922,1
"15549","NZL",1923,1
"15550","NZL",1924,1
"15551","NZL",1925,1
"15552","NZL",1926,1
"15553","NZL",1927,1
"15554","NZL",1928,1
"15555","NZL",1929,1
"15556","NZL",1930,1
"15557","NZL",1931,1
"15558","NZL",1932,1
"15559","NZL",1933,1
"15560","NZL",1934,1
"15561","NZL",1935,1
"15562","NZL",1936,1
"15563","NZL",1937,1
"15564","NZL",1938,1
"15565","NZL",1939,1
"15566","NZL",1940,1
"15567","NZL",1941,1
"15568","NZL",1942,1
"15569","NZL",1943,1
"15570","NZL",1944,1
"15571","NZL",1945,1
"15572","NZL",1946,1
"15573","NZL",1947,1
"15574","NZL",1948,1
"15575","NZL",1949,1
"15576","NZL",1950,1
"15577","NZL",1951,1
"15578","NZL",1952,1
"15579","NZL",1953,1
"15580","NZL",1954,1
"15581","NZL",1955,1
"15582","NZL",1956,1
"15583","NZL",1957,1
"15584","NZL",1958,1
"15585","NZL",1959,1
"15586","NZL",1960,1
"15587","NZL",1961,1
"15588","NZL",1962,1
"15589","NZL",1963,1
"15590","NZL",1964,1
"15591","NZL",1965,1
"15592","NZL",1966,1
"15593","NZL",1967,1
"15594","NZL",1968,1
"15595","NZL",1969,1
"15596","NZL",1970,1
"15597","NZL",1971,1
"15598","NZL",1972,1
"15599","NZL",1973,1
"15600","NZL",1974,1
"15601","NZL",1975,1
"15602","NZL",1976,1
"15603","NZL",1977,1
"15604","NZL",1978,1
"15605","NZL",1979,1
"15606","NZL",1980,1
"15607","NZL",1981,1
"15608","NZL",1982,1
"15609","NZL",1983,1
"15610","NZL",1984,1
"15611","NZL",1985,1
"15612","NZL",1986,1
"15613","NZL",1987,1
"15614","NZL",1988,1
"15615","NZL",1989,1
"15616","NZL",1990,1
"15617","NZL",1991,1
"15618","NZL",1992,1
"15619","NZL",1993,1
"15620","NZL",1994,1
"15621","NZL",1995,1
"15622","NZL",1996,1
"15623","NZL",1997,1
"15624","NZL",1998,1
"15625","NZL",1999,1
"15626","NZL",2000,1
"15627","NZL",2001,1
"15628","NZL",2002,1
"15629","NZL",2003,1
"15630","NZL",2004,1
"15631","NZL",2005,1
"15632","NZL",2006,1
"15633","NZL",2007,1
"15634","NZL",2008,1
"15635","NZL",2009,1
"15636","NZL",2010,1
"15637","NZL",2011,1
"15638","NZL",2012,1
"15639","NZL",2013,1
"15640","NZL",2014,1
"15641","NZL",2015,1
"15642","NZL",2016,1
"15643","VUT",1981,1
"15644","VUT",1982,1
"15645","VUT",1983,1
"15646","VUT",1984,1
"15647","VUT",1985,1
"15648","VUT",1986,1
"15649","VUT",1987,1
"15650","VUT",1988,1
"15651","VUT",1989,1
"15652","VUT",1990,1
"15653","VUT",1991,1
"15654","VUT",1992,1
"15655","VUT",1993,1
"15656","VUT",1994,1
"15657","VUT",1995,1
"15658","VUT",1996,1
"15659","VUT",1997,1
"15660","VUT",1998,1
"15661","VUT",1999,1
"15662","VUT",2000,1
"15663","VUT",2001,1
"15664","VUT",2002,1
"15665","VUT",2003,1
"15666","VUT",2004,1
"15667","VUT",2005,1
"15668","VUT",2006,1
"15669","VUT",2007,1
"15670","VUT",2008,1
"15671","VUT",2009,1
"15672","VUT",2010,1
"15673","VUT",2011,1
"15674","VUT",2012,1
"15675","VUT",2013,1
"15676","VUT",2014,1
"15677","VUT",2015,1
"15678","VUT",2016,1
"15679","SLB",1978,1
"15680","SLB",1979,1
"15681","SLB",1980,1
"15682","SLB",1981,1
"15683","SLB",1982,1
"15684","SLB",1983,1
"15685","SLB",1984,1
"15686","SLB",1985,1
"15687","SLB",1986,1
"15688","SLB",1987,1
"15689","SLB",1988,1
"15690","SLB",1989,1
"15691","SLB",1990,1
"15692","SLB",1991,1
"15693","SLB",1992,1
"15694","SLB",1993,1
"15695","SLB",1994,1
"15696","SLB",1995,1
"15697","SLB",1996,1
"15698","SLB",1997,1
"15699","SLB",1998,1
"15700","SLB",1999,1
"15701","SLB",2000,1
"15702","SLB",2001,1
"15703","SLB",2002,1
"15704","SLB",2003,1
"15705","SLB",2004,1
"15706","SLB",2005,1
"15707","SLB",2006,1
"15708","SLB",2007,1
"15709","SLB",2008,1
"15710","SLB",2009,1
"15711","SLB",2010,1
"15712","SLB",2011,1
"15713","SLB",2012,1
"15714","SLB",2013,1
"15715","SLB",2014,1
"15716","SLB",2015,1
"15717","SLB",2016,1
"15718","KIR",1999,1
"15719","KIR",2000,1
"15720","KIR",2001,1
"15721","KIR",2002,1
"15722","KIR",2003,1
"15723","KIR",2004,1
"15724","KIR",2005,1
"15725","KIR",2006,1
"15726","KIR",2007,1
"15727","KIR",2008,1
"15728","KIR",2009,1
"15729","KIR",2010,1
"15730","KIR",2011,1
"15731","KIR",2012,1
"15732","KIR",2013,1
"15733","KIR",2014,1
"15734","KIR",2015,1
"15735","KIR",2016,1
"15736","TUV",2000,1
"15737","TUV",2001,1
"15738","TUV",2002,1
"15739","TUV",2003,1
"15740","TUV",2004,1
"15741","TUV",2005,1
"15742","TUV",2006,1
"15743","TUV",2007,1
"15744","TUV",2008,1
"15745","TUV",2009,1
"15746","TUV",2010,1
"15747","TUV",2011,1
"15748","TUV",2012,1
"15749","TUV",2013,1
"15750","TUV",2014,1
"15751","TUV",2015,1
"15752","TUV",2016,1
"15753","FJI",1970,1
"15754","FJI",1971,1
"15755","FJI",1972,1
"15756","FJI",1973,1
"15757","FJI",1974,1
"15758","FJI",1975,1
"15759","FJI",1976,1
"15760","FJI",1977,1
"15761","FJI",1978,1
"15762","FJI",1979,1
"15763","FJI",1980,1
"15764","FJI",1981,1
"15765","FJI",1982,1
"15766","FJI",1983,1
"15767","FJI",1984,1
"15768","FJI",1985,1
"15769","FJI",1986,1
"15770","FJI",1987,1
"15771","FJI",1988,1
"15772","FJI",1989,1
"15773","FJI",1990,1
"15774","FJI",1991,1
"15775","FJI",1992,1
"15776","FJI",1993,1
"15777","FJI",1994,1
"15778","FJI",1995,1
"15779","FJI",1996,1
"15780","FJI",1997,1
"15781","FJI",1998,1
"15782","FJI",1999,1
"15783","FJI",2000,1
"15784","FJI",2001,1
"15785","FJI",2002,1
"15786","FJI",2003,1
"15787","FJI",2004,1
"15788","FJI",2005,1
"15789","FJI",2006,1
"15790","FJI",2007,1
"15791","FJI",2008,1
"15792","FJI",2009,1
"15793","FJI",2010,1
"15794","FJI",2011,1
"15795","FJI",2012,1
"15796","FJI",2013,1
"15797","FJI",2014,1
"15798","FJI",2015,1
"15799","FJI",2016,1
"15800","TON",1999,1
"15801","TON",2000,1
"15802","TON",2001,1
"15803","TON",2002,1
"15804","TON",2003,1
"15805","TON",2004,1
"15806","TON",2005,1
"15807","TON",2006,1
"15808","TON",2007,1
"15809","TON",2008,1
"15810","TON",2009,1
"15811","TON",2010,1
"15812","TON",2011,1
"15813","TON",2012,1
"15814","TON",2013,1
"15815","TON",2014,1
"15816","TON",2015,1
"15817","TON",2016,1
"15818","NRU",1999,1
"15819","NRU",2000,1
"15820","NRU",2001,1
"15821","NRU",2002,1
"15822","NRU",2003,1
"15823","NRU",2004,1
"15824","NRU",2005,1
"15825","NRU",2006,1
"15826","NRU",2007,1
"15827","NRU",2008,1
"15828","NRU",2009,1
"15829","NRU",2010,1
"15830","NRU",2011,1
"15831","NRU",2012,1
"15832","NRU",2013,1
"15833","NRU",2014,1
"15834","NRU",2015,1
"15835","NRU",2016,1
"15836","MHL",1991,1
"15837","MHL",1992,1
"15838","MHL",1993,1
"15839","MHL",1994,1
"15840","MHL",1995,1
"15841","MHL",1996,1
"15842","MHL",1997,1
"15843","MHL",1998,1
"15844","MHL",1999,1
"15845","MHL",2000,1
"15846","MHL",2001,1
"15847","MHL",2002,1
"15848","MHL",2003,1
"15849","MHL",2004,1
"15850","MHL",2005,1
"15851","MHL",2006,1
"15852","MHL",2007,1
"15853","MHL",2008,1
"15854","MHL",2009,1
"15855","MHL",2010,1
"15856","MHL",2011,1
"15857","MHL",2012,1
"15858","MHL",2013,1
"15859","MHL",2014,1
"15860","MHL",2015,1
"15861","MHL",2016,1
"15862","PLW",1994,1
"15863","PLW",1995,1
"15864","PLW",1996,1
"15865","PLW",1997,1
"15866","PLW",1998,1
"15867","PLW",1999,1
"15868","PLW",2000,1
"15869","PLW",2001,1
"15870","PLW",2002,1
"15871","PLW",2003,1
"15872","PLW",2004,1
"15873","PLW",2005,1
"15874","PLW",2006,1
"15875","PLW",2007,1
"15876","PLW",2008,1
"15877","PLW",2009,1
"15878","PLW",2010,1
"15879","PLW",2011,1
"15880","PLW",2012,1
"15881","PLW",2013,1
"15882","PLW",2014,1
"15883","PLW",2015,1
"15884","PLW",2016,1
"15885","FSM",1991,1
"15886","FSM",1992,1
"15887","FSM",1993,1
"15888","FSM",1994,1
"15889","FSM",1995,1
"15890","FSM",1996,1
"15891","FSM",1997,1
"15892","FSM",1998,1
"15893","FSM",1999,1
"15894","FSM",2000,1
"15895","FSM",2001,1
"15896","FSM",2002,1
"15897","FSM",2003,1
"15898","FSM",2004,1
"15899","FSM",2005,1
"15900","FSM",2006,1
"15901","FSM",2007,1
"15902","FSM",2008,1
"15903","FSM",2009,1
"15904","FSM",2010,1
"15905","FSM",2011,1
"15906","FSM",2012,1
"15907","FSM",2013,1
"15908","FSM",2014,1
"15909","FSM",2015,1
"15910","FSM",2016,1
"15911","WSM",1976,1
"15912","WSM",1977,1
"15913","WSM",1978,1
"15914","WSM",1979,1
"15915","WSM",1980,1
"15916","WSM",1981,1
"15917","WSM",1982,1
"15918","WSM",1983,1
"15919","WSM",1984,1
"15920","WSM",1985,1
"15921","WSM",1986,1
"15922","WSM",1987,1
"15923","WSM",1988,1
"15924","WSM",1989,1
"15925","WSM",1990,1
"15926","WSM",1991,1
"15927","WSM",1992,1
"15928","WSM",1993,1
"15929","WSM",1994,1
"15930","WSM",1995,1
"15931","WSM",1996,1
"15932","WSM",1997,1
"15933","WSM",1998,1
"15934","WSM",1999,1
"15935","WSM",2000,1
"15936","WSM",2001,1
"15937","WSM",2002,1
"15938","WSM",2003,1
"15939","WSM",2004,1
"15940","WSM",2005,1
"15941","WSM",2006,1
"15942","WSM",2007,1
"15943","WSM",2008,1
"15944","WSM",2009,1
"15945","WSM",2010,1
"15946","WSM",2011,1
"15947","WSM",2012,1
"15948","WSM",2013,1
"15949","WSM",2014,1
"15950","WSM",2015,1
"15951","WSM",2016,1
"15952","USA",2017,1
"15953","CAN",2017,1
"15954","BHS",2017,1
"15955","CUB",2017,1
"15956","HTI",2017,1
"15957","DOM",2017,1
"15958","JAM",2017,1
"15959","TTO",2017,1
"15960","BRB",2017,1
"15961","DMA",2017,1
"15962","GRD",2017,1
"15963","LCA",2017,1
"15964","VCT",2017,1
"15965","ATG",2017,1
"15966","KNA",2017,1
"15967","MEX",2017,1
"15968","BLZ",2017,1
"15969","GTM",2017,1
"15970","HND",2017,1
"15971","SLV",2017,1
"15972","NIC",2017,1
"15973","CRI",2017,1
"15974","PAN",2017,1
"15975","COL",2017,1
"15976","VEN",2017,1
"15977","GUY",2017,1
"15978","SUR",2017,1
"15979","ECU",2017,1
"15980","PER",2017,1
"15981","BRA",2017,1
"15982","BOL",2017,1
"15983","PRY",2017,1
"15984","CHL",2017,1
"15985","ARG",2017,1
"15986","URY",2017,1
"15987","GBR",2017,1
"15988","IRL",2017,1
"15989","NLD",2017,1
"15990","BEL",2017,1
"15991","LUX",2017,1
"15992","FRA",2017,1
"15993","MCO",2017,1
"15994","LIE",2017,1
"15995","CHE",2017,1
"15996","ESP",2017,1
"15997","AND",2017,1
"15998","PRT",2017,1
"15999","DEU",2017,1
"16000","POL",2017,1
"16001","AUT",2017,1
"16002","HUN",2017,1
"16003","CZE",2017,1
"16004","SVK",2017,1
"16005","ITA",2017,1
"16006","SMR",2017,1
"16007","MLT",2017,1
"16008","ALB",2017,1
"16009","MNE",2017,1
"16010","MKD",2017,1
"16011","HRV",2017,1
"16012","SRB",2017,1
"16013","BIH",2017,1
"16014","KSV",2017,1
"16015","SVN",2017,1
"16016","GRC",2017,1
"16017","CYP",2017,1
"16018","BGR",2017,1
"16019","MDA",2017,1
"16020","ROU",2017,1
"16021","RUS",2017,1
"16022","EST",2017,1
"16023","LVA",2017,1
"16024","LTU",2017,1
"16025","UKR",2017,1
"16026","BLR",2017,1
"16027","ARM",2017,1
"16028","GEO",2017,1
"16029","AZE",2017,1
"16030","FIN",2017,1
"16031","SWE",2017,1
"16032","NOR",2017,1
"16033","DNK",2017,1
"16034","ISL",2017,1
"16035","CPV",2017,1
"16036","STP",2017,1
"16037","GNB",2017,1
"16038","GNQ",2017,1
"16039","GMB",2017,1
"16040","MLI",2017,1
"16041","SEN",2017,1
"16042","BEN",2017,1
"16043","MRT",2017,1
"16044","NER",2017,1
"16045","CIV",2017,1
"16046","GIN",2017,1
"16047","BFA",2017,1
"16048","LBR",2017,1
"16049","SLE",2017,1
"16050","GHA",2017,1
"16051","TGO",2017,1
"16052","CMR",2017,1
"16053","NGA",2017,1
"16054","GAB",2017,1
"16055","CAF",2017,1
"16056","TCD",2017,1
"16057","COG",2017,1
"16058","COD",2017,1
"16059","UGA",2017,1
"16060","KEN",2017,1
"16061","TZA",2017,1
"16062","BDI",2017,1
"16063","RWA",2017,1
"16064","SOM",2017,1
"16065","DJI",2017,1
"16066","ETH",2017,1
"16067","ERI",2017,1
"16068","AGO",2017,1
"16069","MOZ",2017,1
"16070","ZMB",2017,1
"16071","ZWE",2017,1
"16072","MWI",2017,1
"16073","ZAF",2017,1
"16074","NAM",2017,1
"16075","LSO",2017,1
"16076","BWA",2017,1
"16077","SWZ",2017,1
"16078","MDG",2017,1
"16079","COM",2017,1
"16080","MUS",2017,1
"16081","SYC",2017,1
"16082","MAR",2017,1
"16083","DZA",2017,1
"16084","TUN",2017,1
"16085","LBY",2017,1
"16086","SDN",2017,1
"16087","SSD",2017,1
"16088","IRN",2017,1
"16089","TUR",2017,1
"16090","IRQ",2017,1
"16091","EGY",2017,1
"16092","SYR",2017,1
"16093","LBN",2017,1
"16094","JOR",2017,1
"16095","ISR",2017,1
"16096","SAU",2017,1
"16097","YEM",2017,1
"16098","KWT",2017,1
"16099","BHR",2017,1
"16100","QAT",2017,1
"16101","ARE",2017,1
"16102","OMN",2017,1
"16103","AFG",2017,1
"16104","TKM",2017,1
"16105","TJK",2017,1
"16106","KGZ",2017,1
"16107","UZB",2017,1
"16108","KAZ",2017,1
"16109","CHN",2017,1
"16110","MNG",2017,1
"16111","TWN",2017,1
"16112","PRK",2017,1
"16113","KOR",2017,1
"16114","JPN",2017,1
"16115","IND",2017,1
"16116","BTN",2017,1
"16117","PAK",2017,1
"16118","BGD",2017,1
"16119","MMR",2017,1
"16120","LKA",2017,1
"16121","MDV",2017,1
"16122","NPL",2017,1
"16123","THA",2017,1
"16124","KHM",2017,1
"16125","LAO",2017,1
"16126","VNM",2017,1
"16127","MYS",2017,1
"16128","SGP",2017,1
"16129","BRN",2017,1
"16130","PHL",2017,1
"16131","IDN",2017,1
"16132","TLS",2017,1
"16133","AUS",2017,1
"16134","PNG",2017,1
"16135","NZL",2017,1
"16136","VUT",2017,1
"16137","SLB",2017,1
"16138","KIR",2017,1
"16139","TUV",2017,1
"16140","FJI",2017,1
"16141","TON",2017,1
"16142","NRU",2017,1
"16143","MHL",2017,1
"16144","PLW",2017,1
"16145","FSM",2017,1
"16146","WSM",2017,1
"16147","USA",2018,1
"16148","CAN",2018,1
"16149","BHS",2018,1
"16150","CUB",2018,1
"16151","HTI",2018,1
"16152","DOM",2018,1
"16153","JAM",2018,1
"16154","TTO",2018,1
"16155","BRB",2018,1
"16156","DMA",2018,1
"16157","GRD",2018,1
"16158","LCA",2018,1
"16159","VCT",2018,1
"16160","ATG",2018,1
"16161","KNA",2018,1
"16162","MEX",2018,1
"16163","BLZ",2018,1
"16164","GTM",2018,1
"16165","HND",2018,1
"16166","SLV",2018,1
"16167","NIC",2018,1
"16168","CRI",2018,1
"16169","PAN",2018,1
"16170","COL",2018,1
"16171","VEN",2018,1
"16172","GUY",2018,1
"16173","SUR",2018,1
"16174","ECU",2018,1
"16175","PER",2018,1
"16176","BRA",2018,1
"16177","BOL",2018,1
"16178","PRY",2018,1
"16179","CHL",2018,1
"16180","ARG",2018,1
"16181","URY",2018,1
"16182","GBR",2018,1
"16183","IRL",2018,1
"16184","NLD",2018,1
"16185","BEL",2018,1
"16186","LUX",2018,1
"16187","FRA",2018,1
"16188","MCO",2018,1
"16189","LIE",2018,1
"16190","CHE",2018,1
"16191","ESP",2018,1
"16192","AND",2018,1
"16193","PRT",2018,1
"16194","DEU",2018,1
"16195","POL",2018,1
"16196","AUT",2018,1
"16197","HUN",2018,1
"16198","CZE",2018,1
"16199","SVK",2018,1
"16200","ITA",2018,1
"16201","SMR",2018,1
"16202","MLT",2018,1
"16203","ALB",2018,1
"16204","MNE",2018,1
"16205","MKD",2018,1
"16206","HRV",2018,1
"16207","SRB",2018,1
"16208","BIH",2018,1
"16209","KSV",2018,1
"16210","SVN",2018,1
"16211","GRC",2018,1
"16212","CYP",2018,1
"16213","BGR",2018,1
